lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy
bn,4,refiner,Refiner,False,3,20,4x37x2560,-29.9531307220459,59992.0,12.0,-8.767081260681152,,0.0,1000,final_layer
bn,4,judger,Judger,False,3,20,1x37x2560,-10.780694961547852,129.0,12.0,-10.5482759475708,0,1.0,1000,final_layer
bn,5,planner,Planner,True,64,64,4x37x2560,-9.504487037658691,655.0,42.0,-9.504487037658691,3,0.25,1000,final_layer
bn,5,critic,Critic,True,64,64,4x37x2560,-15.560826301574707,3521.0,42.0,-10.66943359375,,0.0,1000,final_layer
bn,5,refiner,Refiner,True,64,64,4x37x2560,-26.67868995666504,104627.0,42.0,-10.534411430358887,,0.0,1000,final_layer
bn,5,judger,Judger,True,64,64,1x37x2560,-11.591859817504883,124.0,42.0,-10.70892333984375,0,1.0,1000,final_layer
bn,6,planner,Planner,False,160,260,4x37x2560,-9.119109153747559,517.0,12.0,-9.119109153747559,3,0.25,1000,final_layer
bn,6,critic,Critic,False,160,260,4x37x2560,-20.14733123779297,2810.0,12.0,-10.13424301147461,,0.0,1000,final_layer
bn,6,refiner,Refiner,False,160,260,4x37x2560,-25.030099868774414,72132.0,12.0,-9.677858352661133,,0.0,1000,final_layer
bn,6,judger,Judger,False,160,260,1x37x2560,-10.226512908935547,88.0,12.0,-10.226512908935547,0,1.0,1000,final_layer
bn,7,planner,Planner,False,40,160,4x37x2560,-14.596861839294434,748.0,8.0,-10.606578826904297,2,0.5,1000,final_layer
bn,7,critic,Critic,False,40,160,4x37x2560,-32.50783157348633,82771.0,8.0,-7.316537857055664,,0.0,1000,final_layer
bn,7,refiner,Refiner,False,40,160,4x37x2560,-23.557191848754883,109971.0,8.0,-10.663108825683594,,0.0,1000,final_layer
bn,7,judger,Judger,False,40,160,1x37x2560,-0.6815680265426636,1.0,1.0,-0.6815680265426636,0,1.0,1000,final_layer
bn,8,planner,Planner,False,2,45,4x37x2560,-23.70877456665039,13675.0,30.0,-10.115087509155273,2,0.5,1000,final_layer
bn,8,critic,Critic,False,2,45,4x37x2560,-26.361255645751953,7475.0,30.0,-9.896387100219727,,0.0,1000,final_layer
bn,8,refiner,Refiner,False,2,45,4x37x2560,-27.679039001464844,79035.0,30.0,-9.946645736694336,,0.0,1000,final_layer
bn,8,judger,Judger,False,2,45,1x37x2560,-11.762012481689453,195.0,30.0,-8.218820571899414,0,1.0,1000,final_layer
bn,9,planner,Planner,False,6,460,4x37x2560,-10.819450378417969,620.0,30.0,-8.7064790725708,2,0.5,1000,final_layer
bn,9,critic,Critic,False,6,460,4x37x2560,-16.760875701904297,3564.0,30.0,-9.933910369873047,,0.0,1000,final_layer
bn,9,refiner,Refiner,False,6,460,4x37x2560,-28.726673126220703,42328.0,30.0,-9.897854804992676,,0.0,1000,final_layer
bn,9,judger,Judger,False,6,460,1x37x2560,-10.752483367919922,138.0,30.0,-8.344042778015137,0,1.0,1000,final_layer
bn,10,planner,Planner,False,30,366,4x37x2560,-9.214963912963867,511.0,19.0,-9.214963912963867,3,0.25,1000,final_layer
bn,10,critic,Critic,False,30,366,4x37x2560,-13.902392387390137,1445.0,19.0,-8.211654663085938,,0.0,1000,final_layer
bn,10,refiner,Refiner,False,30,366,4x37x2560,-30.114015579223633,108995.0,19.0,-9.780878067016602,,0.0,1000,final_layer
bn,10,judger,Judger,False,30,366,1x37x2560,-9.994352340698242,98.0,19.0,-9.994352340698242,0,1.0,1000,final_layer
bn,11,planner,Planner,True,694,694,4x37x2560,-9.146402359008789,393.0,42.0,-9.146402359008789,2,0.5,1000,final_layer
bn,11,critic,Critic,True,694,694,4x37x2560,-19.403484344482422,4321.0,42.0,-10.562819480895996,,0.0,1000,final_layer
bn,11,refiner,Refiner,True,694,694,4x37x2560,-28.84377098083496,29431.0,42.0,-7.978103160858154,,0.0,1000,final_layer
bn,11,judger,Judger,True,694,694,1x37x2560,-11.144095420837402,179.0,42.0,-10.550925254821777,0,1.0,1000,final_layer
bn,12,planner,Planner,False,4,13,4x37x2560,-9.139848709106445,299.0,8.0,-9.139848709106445,2,0.5,1000,final_layer
bn,12,critic,Critic,False,4,13,4x37x2560,-12.509474754333496,1826.0,8.0,-10.719423294067383,,0.0,1000,final_layer
bn,12,refiner,Refiner,False,4,13,4x37x2560,-19.768571853637695,18640.0,8.0,-11.688925743103027,,0.0,1000,final_layer
bn,12,judger,Judger,False,4,13,1x37x2560,-1.6997135877609253,2.0,2.0,-1.6997135877609253,0,1.0,1000,final_layer
bn,13,planner,Planner,False,7,18,4x37x2560,-8.521617889404297,337.0,8.0,-8.521617889404297,3,0.25,1000,final_layer
bn,13,critic,Critic,False,7,18,4x37x2560,-14.60041618347168,2504.0,8.0,-10.052460670471191,,0.0,1000,final_layer
bn,13,refiner,Refiner,False,7,18,4x37x2560,-29.79690170288086,26509.0,8.0,-9.010711669921875,,0.0,1000,final_layer
bn,13,judger,Judger,False,7,18,1x37x2560,-1.4202548265457153,2.0,2.0,-1.4202548265457153,0,1.0,1000,final_layer
bn,14,planner,Planner,False,4,60,4x37x2560,-13.180243492126465,428.0,42.0,-10.315940856933594,2,0.5,1000,final_layer
bn,14,critic,Critic,False,4,60,4x37x2560,-18.600229263305664,3126.0,42.0,-10.784462928771973,,0.0,1000,final_layer
bn,14,refiner,Refiner,False,4,60,4x37x2560,-29.894840240478516,106401.0,42.0,-9.564888954162598,,0.0,1000,final_layer
bn,14,judger,Judger,False,4,60,1x37x2560,-11.402976989746094,182.0,42.0,-10.762165069580078,0,1.0,1000,final_layer
bn,15,planner,Planner,True,125,125,4x37x2560,-8.436202049255371,318.0,8.0,-8.436202049255371,3,0.25,1000,final_layer
bn,15,critic,Critic,True,125,125,4x37x2560,-20.903562545776367,3624.0,8.0,-9.99655532836914,,0.0,1000,final_layer
bn,15,refiner,Refiner,True,125,125,4x37x2560,-30.656352996826172,113781.0,8.0,-9.671941757202148,,0.0,1000,final_layer
bn,15,judger,Judger,True,125,125,1x37x2560,-1.4459316730499268,2.0,2.0,-1.4459316730499268,0,1.0,1000,final_layer
bn,16,planner,Planner,False,23,230,4x37x2560,-8.893291473388672,512.0,12.0,-8.893291473388672,3,0.25,1000,final_layer
bn,16,critic,Critic,False,23,230,4x37x2560,-14.582621574401855,2292.0,12.0,-10.12182331085205,,0.0,1000,final_layer
bn,16,refiner,Refiner,False,23,230,4x37x2560,-25.939373016357422,21390.0,12.0,-10.12890625,,0.0,1000,final_layer
bn,16,judger,Judger,False,23,230,1x37x2560,-9.7227783203125,82.0,12.0,-9.7227783203125,0,1.0,1000,final_layer
bn,17,planner,Planner,False,50,57500,4x37x2560,-7.40452766418457,133.0,38.0,-7.40452766418457,2,0.5,1000,final_layer
bn,17,critic,Critic,False,50,57500,4x37x2560,-17.259525299072266,953.0,38.0,-8.555439949035645,3,0.25,1000,final_layer
bn,17,refiner,Refiner,False,50,57500,4x37x2560,-26.526933670043945,103249.0,38.0,-10.499479293823242,,0.0,1000,final_layer
bn,17,judger,Judger,False,50,57500,1x37x2560,-11.848860740661621,171.0,38.0,-10.655041694641113,0,1.0,1000,final_layer
bn,18,planner,Planner,True,7,7,4x37x2560,-8.687200546264648,68.0,49.0,-8.391621589660645,2,0.5,1000,final_layer
bn,18,critic,Critic,True,7,7,4x37x2560,-13.180423736572266,817.0,49.0,-9.012177467346191,3,0.25,1000,final_layer
bn,18,refiner,Refiner,True,7,7,4x37x2560,-29.906261444091797,75290.0,49.0,-8.62375259399414,,0.0,1000,final_layer
bn,18,judger,Judger,True,7,7,1x37x2560,-11.447992324829102,187.0,49.0,-9.363714218139648,0,1.0,1000,final_layer
bn,19,planner,Planner,True,6,6,4x37x2560,-9.022688865661621,498.0,42.0,-9.022688865661621,3,0.25,1000,final_layer
bn,19,critic,Critic,True,6,6,4x37x2560,-15.59715461730957,3115.0,42.0,-9.087544441223145,,0.0,1000,final_layer
bn,19,refiner,Refiner,True,6,6,4x37x2560,-28.224044799804688,97985.0,42.0,-9.76651382446289,,0.0,1000,final_layer
bn,19,judger,Judger,True,6,6,1x37x2560,-11.915962219238281,299.0,42.0,-10.712285995483398,0,1.0,1000,final_layer
bn,20,planner,Planner,False,5,15,4x37x2560,-13.258750915527344,647.0,8.0,-9.51755142211914,3,0.25,1000,final_layer
bn,20,critic,Critic,False,5,15,4x37x2560,-18.043426513671875,6298.0,8.0,-11.119569778442383,,0.0,1000,final_layer
bn,20,refiner,Refiner,False,5,15,4x37x2560,-29.992189407348633,78845.0,8.0,-10.164708137512207,,0.0,1000,final_layer
bn,20,judger,Judger,False,5,15,1x37x2560,-0.8198394775390625,1.0,1.0,-0.8198394775390625,0,1.0,1000,final_layer
bn,21,planner,Planner,True,14,14,4x37x2560,-8.450324058532715,317.0,8.0,-8.450324058532715,3,0.25,1000,final_layer
bn,21,critic,Critic,True,14,14,4x37x2560,-28.37501335144043,13089.0,8.0,-7.787322998046875,,0.0,1000,final_layer
bn,21,refiner,Refiner,True,14,14,4x37x2560,-22.992502212524414,46274.0,8.0,-9.8455810546875,,0.0,1000,final_layer
bn,21,judger,Judger,True,14,14,1x37x2560,-0.3228667676448822,1.0,1.0,-0.3228667676448822,0,1.0,1000,final_layer
bn,22,planner,Planner,True,7,7,4x37x2560,-8.876585960388184,449.0,49.0,-8.876585960388184,3,0.25,1000,final_layer
bn,22,critic,Critic,True,7,7,4x37x2560,-14.2952299118042,1188.0,49.0,-8.968066215515137,,0.0,1000,final_layer
bn,22,refiner,Refiner,True,7,7,4x37x2560,-26.28145408630371,5016.0,49.0,-8.567153930664062,,0.0,1000,final_layer
bn,22,judger,Judger,True,7,7,1x37x2560,-11.947559356689453,229.0,49.0,-9.304354667663574,0,1.0,1000,final_layer
bn,23,planner,Planner,True,8,8,4x37x2560,-10.670650482177734,567.0,49.0,-9.810566902160645,3,0.25,1000,final_layer
bn,23,critic,Critic,True,8,8,4x37x2560,-24.031902313232422,3945.0,49.0,-9.423486709594727,,0.0,1000,final_layer
bn,23,refiner,Refiner,True,8,8,4x37x2560,-30.80535316467285,130135.0,49.0,-9.497896194458008,,0.0,1000,final_layer
bn,23,judger,Judger,True,8,8,1x37x2560,-12.282613754272461,415.0,49.0,-8.183191299438477,0,1.0,1000,final_layer
bn,24,planner,Planner,True,26,26,4x37x2560,-8.491134643554688,290.0,12.0,-8.491134643554688,2,0.5,1000,final_layer
bn,24,critic,Critic,True,26,26,4x37x2560,-14.428544044494629,1247.0,12.0,-9.870674133300781,,0.0,1000,final_layer
bn,24,refiner,Refiner,True,26,26,4x37x2560,-29.9375,47095.0,12.0,-8.740236282348633,,0.0,1000,final_layer
bn,24,judger,Judger,True,26,26,1x37x2560,-9.614150047302246,70.0,12.0,-9.614150047302246,0,1.0,1000,final_layer
bn,25,planner,Planner,False,33,2,4x37x2560,-14.19759464263916,4980.0,12.0,-10.447230339050293,,0.0,1000,final_layer
bn,25,critic,Critic,False,33,2,4x37x2560,-24.710817337036133,12810.0,12.0,-8.85041332244873,,0.0,1000,final_layer
bn,25,refiner,Refiner,False,33,2,4x37x2560,-27.390764236450195,8959.0,12.0,-10.182954788208008,,0.0,1000,final_layer
bn,25,judger,Judger,False,33,2,1x37x2560,-10.8120698928833,112.0,12.0,-10.370230674743652,0,1.0,1000,final_layer
bn,26,planner,Planner,True,243,243,4x37x2560,-10.253758430480957,1269.0,12.0,-10.253758430480957,,0.0,1000,final_layer
bn,26,critic,Critic,True,243,243,4x37x2560,-19.879053115844727,3947.0,12.0,-9.897795677185059,,0.0,1000,final_layer
bn,26,refiner,Refiner,True,243,243,4x37x2560,-28.765647888183594,23627.0,12.0,-8.605494499206543,,0.0,1000,final_layer
bn,26,judger,Judger,True,243,243,1x37x2560,-11.233499526977539,67.0,12.0,-9.73367691040039,0,1.0,1000,final_layer
bn,27,planner,Planner,False,4,16,4x37x2560,-10.134162902832031,309.0,8.0,-10.134162902832031,3,0.25,1000,final_layer
bn,27,critic,Critic,False,4,16,4x37x2560,-20.095136642456055,3032.0,8.0,-10.398046493530273,,0.0,1000,final_layer
bn,27,refiner,Refiner,False,4,16,4x37x2560,-30.25783348083496,38488.0,8.0,-11.2207670211792,,0.0,1000,final_layer
bn,27,judger,Judger,False,4,16,1x37x2560,-0.859952449798584,1.0,1.0,-0.859952449798584,0,1.0,1000,final_layer
bn,28,planner,Planner,False,20,25,4x37x2560,-8.779075622558594,415.0,12.0,-8.779075622558594,2,0.5,1000,final_layer
bn,28,critic,Critic,False,20,25,4x37x2560,-23.098472595214844,6068.0,12.0,-9.781041145324707,,0.0,1000,final_layer
bn,28,refiner,Refiner,False,20,25,4x37x2560,-29.01572608947754,75871.0,12.0,-8.741083145141602,,0.0,1000,final_layer
bn,28,judger,Judger,False,20,25,1x37x2560,-10.095972061157227,67.0,12.0,-10.095972061157227,0,1.0,1000,final_layer
bn,29,planner,Planner,False,38,104,4x37x2560,-9.043675422668457,567.0,8.0,-9.043675422668457,3,0.25,1000,final_layer
bn,29,critic,Critic,False,38,104,4x37x2560,-19.05122947692871,2349.0,8.0,-9.693531036376953,,0.0,1000,final_layer
bn,29,refiner,Refiner,False,38,104,4x37x2560,-29.66419219970703,91674.0,8.0,-9.755053520202637,,0.0,1000,final_layer
bn,29,judger,Judger,False,38,104,1x37x2560,-1.0723791122436523,1.0,1.0,-1.0723791122436523,0,1.0,1000,final_layer
bn,30,planner,Planner,True,109,109,4x37x2560,-10.647871971130371,761.0,8.0,-10.413138389587402,3,0.25,1000,final_layer
bn,30,critic,Critic,True,109,109,4x37x2560,-18.455169677734375,3891.0,8.0,-10.031682014465332,,0.0,1000,final_layer
bn,30,refiner,Refiner,True,109,109,4x37x2560,-26.082841873168945,42189.0,8.0,-10.56574821472168,,0.0,1000,final_layer
bn,30,judger,Judger,True,109,109,1x37x2560,-1.5914920568466187,1.0,1.0,-1.5914920568466187,0,1.0,1000,final_layer
bn,31,planner,Planner,True,80,80,4x37x2560,-11.769613265991211,817.0,49.0,-9.766952514648438,3,0.25,1000,final_layer
bn,31,critic,Critic,True,80,80,4x37x2560,-19.510208129882812,4128.0,49.0,-9.4856595993042,,0.0,1000,final_layer
bn,31,refiner,Refiner,True,80,80,4x37x2560,-29.76118278503418,130011.0,49.0,-9.444560050964355,,0.0,1000,final_layer
bn,31,judger,Judger,True,80,80,1x37x2560,-13.016368865966797,659.0,49.0,-8.182941436767578,0,1.0,1000,final_layer
bn,32,planner,Planner,True,35,35,4x37x2560,-9.503159523010254,514.0,19.0,-9.503159523010254,3,0.25,1000,final_layer
bn,32,critic,Critic,True,35,35,4x37x2560,-16.99102020263672,5974.0,19.0,-9.325275421142578,,0.0,1000,final_layer
bn,32,refiner,Refiner,True,35,35,4x37x2560,-31.664064407348633,77840.0,19.0,-9.814946174621582,,0.0,1000,final_layer
bn,32,judger,Judger,True,35,35,1x37x2560,-10.6370849609375,104.0,19.0,-10.233068466186523,0,1.0,1000,final_layer
bn,33,planner,Planner,True,70,70,4x37x2560,-8.563286781311035,86.0,49.0,-8.471702575683594,2,0.5,1000,final_layer
bn,33,critic,Critic,True,70,70,4x37x2560,-16.665359497070312,653.0,49.0,-9.381597518920898,3,0.25,1000,final_layer
bn,33,refiner,Refiner,True,70,70,4x37x2560,-27.645288467407227,92285.0,49.0,-10.267658233642578,,0.0,1000,final_layer
bn,33,judger,Judger,True,70,70,1x37x2560,-12.72095775604248,414.0,49.0,-9.335512161254883,0,1.0,1000,final_layer
bn,34,planner,Planner,True,23,23,4x37x2560,-9.166335105895996,584.0,12.0,-9.166335105895996,3,0.25,1000,final_layer
bn,34,critic,Critic,True,23,23,4x37x2560,-15.907550811767578,2927.0,12.0,-10.96193790435791,,0.0,1000,final_layer
bn,34,refiner,Refiner,True,23,23,4x37x2560,-29.390626907348633,55468.0,12.0,-8.81574535369873,,0.0,1000,final_layer
bn,34,judger,Judger,True,23,23,1x37x2560,-10.424677848815918,97.0,12.0,-10.360883712768555,0,1.0,1000,final_layer
bn,35,planner,Planner,False,20,9,4x37x2560,-10.713553428649902,2003.0,48.0,-8.518095016479492,,0.0,1000,final_layer
bn,35,critic,Critic,False,20,9,4x37x2560,-16.783357620239258,6146.0,48.0,-8.245654106140137,,0.0,1000,final_layer
bn,35,refiner,Refiner,False,20,9,4x37x2560,-27.98240089416504,116916.0,48.0,-8.29982852935791,,0.0,1000,final_layer
bn,35,judger,Judger,False,20,9,1x37x2560,-13.019523620605469,419.0,48.0,-7.825701713562012,0,1.0,1000,final_layer
bn,36,planner,Planner,False,75.00,75,4x37x2560,-7.501401901245117,104.0,49.0,-7.501401901245117,2,0.5,1000,final_layer
bn,36,critic,Critic,False,75.00,75,4x37x2560,-14.409876823425293,919.0,49.0,-9.40461540222168,3,0.25,1000,final_layer
bn,36,refiner,Refiner,False,75.00,75,4x37x2560,-24.657154083251953,8707.0,49.0,-9.472074508666992,,0.0,1000,final_layer
bn,36,judger,Judger,False,75.00,75,1x37x2560,-11.784937858581543,230.0,49.0,-9.353814125061035,0,1.0,1000,final_layer
bn,37,planner,Planner,False,4,2,4x37x2560,-15.010027885437012,767.0,12.0,-10.855698585510254,2,0.5,1000,final_layer
bn,37,critic,Critic,False,4,2,4x37x2560,-15.166587829589844,1368.0,12.0,-9.628357887268066,,0.0,1000,final_layer
bn,37,refiner,Refiner,False,4,2,4x37x2560,-24.72097396850586,42471.0,12.0,-9.891135215759277,,0.0,1000,final_layer
bn,37,judger,Judger,False,4,2,1x37x2560,-10.478211402893066,101.0,12.0,-10.219568252563477,0,1.0,1000,final_layer
bn,38,planner,Planner,False,3,10,4x37x2560,-9.11982250213623,358.0,8.0,-9.11982250213623,3,0.25,1000,final_layer
bn,38,critic,Critic,False,3,10,4x37x2560,-12.378972053527832,2623.0,8.0,-10.70212173461914,,0.0,1000,final_layer
bn,38,refiner,Refiner,False,3,10,4x37x2560,-28.51569938659668,32570.0,8.0,-11.318927764892578,,0.0,1000,final_layer
bn,38,judger,Judger,False,3,10,1x37x2560,-1.0844361782073975,2.0,2.0,-1.0844361782073975,0,1.0,1000,final_layer
bn,39,planner,Planner,False,2,18,4x37x2560,-9.629110336303711,745.0,8.0,-9.629110336303711,3,0.25,1000,final_layer
bn,39,critic,Critic,False,2,18,4x37x2560,-16.880887985229492,2971.0,8.0,-9.596197128295898,,0.0,1000,final_layer
bn,39,refiner,Refiner,False,2,18,4x37x2560,-26.447450637817383,64734.0,8.0,-10.322050094604492,,0.0,1000,final_layer
bn,39,judger,Judger,False,2,18,1x37x2560,-1.0101490020751953,1.0,1.0,-1.0101490020751953,0,1.0,1000,final_layer
bn,40,planner,Planner,True,8,8,4x37x2560,-11.45652961730957,971.0,49.0,-9.925556182861328,3,0.25,1000,final_layer
bn,40,critic,Critic,True,8,8,4x37x2560,-12.068098068237305,3924.0,49.0,-9.611848831176758,,0.0,1000,final_layer
bn,40,refiner,Refiner,True,8,8,4x37x2560,-17.003507614135742,6560.0,49.0,-9.619691848754883,,0.0,1000,final_layer
bn,40,judger,Judger,True,8,8,1x37x2560,-13.804299354553223,586.0,49.0,-8.200218200683594,0,1.0,1000,final_layer
bn,41,planner,Planner,False,3,200,4x37x2560,-17.63422966003418,846.0,12.0,-10.816534042358398,2,0.5,1000,final_layer
bn,41,critic,Critic,False,3,200,4x37x2560,-27.390634536743164,14115.0,12.0,-7.3803887367248535,,0.0,1000,final_layer
bn,41,refiner,Refiner,False,3,200,4x37x2560,-22.854209899902344,30678.0,12.0,-11.33964729309082,,0.0,1000,final_layer
bn,41,judger,Judger,False,3,200,1x37x2560,-10.004822731018066,100.0,12.0,-10.004822731018066,0,1.0,1000,final_layer
bn,42,planner,Planner,True,26,26,4x37x2560,-9.72854232788086,1067.0,12.0,-9.72854232788086,2,0.5,1000,final_layer
bn,42,critic,Critic,True,26,26,4x37x2560,-26.37547492980957,6785.0,12.0,-9.605507850646973,,0.0,1000,final_layer
bn,42,refiner,Refiner,True,26,26,4x37x2560,-24.506704330444336,38330.0,12.0,-10.377467155456543,,0.0,1000,final_layer
bn,42,judger,Judger,True,26,26,1x37x2560,-11.318014144897461,120.0,12.0,-10.140366554260254,0,1.0,1000,final_layer
bn,43,planner,Planner,False,5,48,4x37x2560,-13.640049934387207,841.0,30.0,-9.79008674621582,3,0.25,1000,final_layer
bn,43,critic,Critic,False,5,48,4x37x2560,-16.058774948120117,4935.0,30.0,-9.847418785095215,,0.0,1000,final_layer
bn,43,refiner,Refiner,False,5,48,4x37x2560,-27.953237533569336,21582.0,30.0,-9.907782554626465,,0.0,1000,final_layer
bn,43,judger,Judger,False,5,48,1x37x2560,-12.25510311126709,298.0,30.0,-8.248174667358398,0,1.0,1000,final_layer
bn,44,planner,Planner,False,2,20,4x37x2560,-8.921148300170898,531.0,12.0,-8.921148300170898,2,0.5,1000,final_layer
bn,44,critic,Critic,False,2,20,4x37x2560,-11.316018104553223,1531.0,12.0,-10.029012680053711,,0.0,1000,final_layer
bn,44,refiner,Refiner,False,2,20,4x37x2560,-22.013280868530273,11148.0,12.0,-10.843324661254883,,0.0,1000,final_layer
bn,44,judger,Judger,False,2,20,1x37x2560,-11.134147644042969,95.0,12.0,-10.488856315612793,0,1.0,1000,final_layer
bn,45,planner,Planner,True,104,104,4x37x2560,-14.089470863342285,2527.0,8.0,-10.436478614807129,,0.0,1000,final_layer
bn,45,critic,Critic,True,104,104,4x37x2560,-18.19045066833496,3386.0,8.0,-9.98051643371582,,0.0,1000,final_layer
bn,45,refiner,Refiner,True,104,104,4x37x2560,-27.71207046508789,88367.0,8.0,-11.031539916992188,,0.0,1000,final_layer
bn,45,judger,Judger,True,104,104,1x37x2560,-1.2382246255874634,2.0,2.0,-1.2382246255874634,0,1.0,1000,final_layer
bn,46,planner,Planner,False,4,163,4x37x2560,-15.75041675567627,1529.0,8.0,-9.77113151550293,,0.0,1000,final_layer
bn,46,critic,Critic,False,4,163,4x37x2560,-19.667516708374023,2027.0,8.0,-9.101810455322266,,0.0,1000,final_layer
bn,46,refiner,Refiner,False,4,163,4x37x2560,-24.604202270507812,74051.0,8.0,-10.089673042297363,,0.0,1000,final_layer
bn,46,judger,Judger,False,4,163,1x37x2560,-1.356066346168518,1.0,1.0,-1.356066346168518,0,1.0,1000,final_layer
bn,47,planner,Planner,False,4,800,4x37x2560,-9.944220542907715,1105.0,49.0,-9.680282592773438,,0.0,1000,final_layer
bn,47,critic,Critic,False,4,800,4x37x2560,-14.97698974609375,2311.0,49.0,-9.468539237976074,,0.0,1000,final_layer
bn,47,refiner,Refiner,False,4,800,4x37x2560,-31.195362091064453,123147.0,49.0,-9.398958206176758,,0.0,1000,final_layer
bn,47,judger,Judger,False,4,800,1x37x2560,-14.299254417419434,595.0,49.0,-8.150376319885254,0,1.0,1000,final_layer
bn,48,planner,Planner,True,8,8,4x37x2560,-11.256485939025879,847.0,49.0,-9.714982032775879,3,0.25,1000,final_layer
bn,48,critic,Critic,True,8,8,4x37x2560,-14.898314476013184,7227.0,49.0,-9.366708755493164,,0.0,1000,final_layer
bn,48,refiner,Refiner,True,8,8,4x37x2560,-26.71904945373535,15783.0,49.0,-9.419099807739258,,0.0,1000,final_layer
bn,48,judger,Judger,True,8,8,1x37x2560,-12.01246452331543,191.0,49.0,-8.200552940368652,0,1.0,1000,final_layer
bn,49,planner,Planner,True,30,30,4x37x2560,-10.720108985900879,621.0,19.0,-10.012968063354492,2,0.5,1000,final_layer
bn,49,critic,Critic,True,30,30,4x37x2560,-19.00642204284668,5228.0,19.0,-8.598628997802734,,0.0,1000,final_layer
bn,49,refiner,Refiner,True,30,30,4x37x2560,-25.658079147338867,65748.0,19.0,-10.090123176574707,,0.0,1000,final_layer
bn,49,judger,Judger,True,30,30,1x37x2560,-10.936779022216797,122.0,19.0,-10.203858375549316,0,1.0,1000,final_layer
de,0,planner,Planner,True,18,18,4x37x2560,-16.377344131469727,119.0,8.0,-11.09916877746582,2,0.5,1000,final_layer
de,0,critic,Critic,True,18,18,4x37x2560,-26.375001907348633,493.0,8.0,-10.474203109741211,3,0.25,1000,final_layer
de,0,refiner,Refiner,True,18,18,4x37x2560,-15.81537914276123,690.0,8.0,-10.474512100219727,3,0.25,1000,final_layer
de,0,judger,Judger,True,18,18,1x37x2560,-5.5736918449401855,6.0,6.0,-5.5736918449401855,0,1.0,1000,final_layer
de,1,planner,Planner,True,3,3,4x37x2560,-18.87555694580078,131.0,19.0,-9.902857780456543,2,0.5,1000,final_layer
de,1,critic,Critic,True,3,3,4x37x2560,-27.656267166137695,2183.0,19.0,-10.045629501342773,,0.0,1000,final_layer
de,1,refiner,Refiner,True,3,3,4x37x2560,-30.40641212463379,17489.0,19.0,-8.902898788452148,,0.0,1000,final_layer
de,1,judger,Judger,True,3,3,1x37x2560,-14.180298805236816,1055.0,80.0,-11.4291353225708,,0.0,1000,final_layer
de,2,planner,Planner,True,70000,70000,4x37x2560,-18.454008102416992,285.0,49.0,-9.751538276672363,2,0.5,1000,final_layer
