lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
bn,4,refiner,Refiner,False,3,20,4x37x2560,-29.9531307220459,59992.0,12.0,-8.767081260681152,,0.0,1000,final_layer,1.0,0.7612400650978088,0.7134203314781189,0.7557593584060669,0.7519983649253845,0.8523220419883728,0.7093738317489624,0.7572749853134155,0.7504034042358398,0.8095217347145081,0.7510240077972412
bn,4,judger,Judger,False,3,20,1x37x2560,-10.780694961547852,129.0,12.0,-10.5482759475708,0,1.0,1000,final_layer,1.0,0.8078069686889648,0.7419127225875854,0.7944929003715515,0.7942190170288086,0.7630027532577515,0.8248235583305359,0.7911275029182434,0.8389924764633179,0.8420740365982056,0.7524038553237915
bn,5,planner,Planner,True,64,64,4x37x2560,-9.504487037658691,655.0,42.0,-9.504487037658691,3,0.25,1000,final_layer,1.0,0.7527781128883362,0.7027078866958618,0.7261558175086975,0.7480471730232239,0.7601943612098694,0.8729010820388794,0.6587831377983093,0.7544370293617249,0.94559645652771,0.7086870074272156
bn,5,critic,Critic,True,64,64,4x37x2560,-15.560826301574707,3521.0,42.0,-10.66943359375,,0.0,1000,final_layer,1.0,0.7335072159767151,0.7070516347885132,0.7232752442359924,0.7308946847915649,0.7243761420249939,0.9301120638847351,0.690146267414093,0.7528265714645386,0.933218240737915,0.7161133885383606
bn,5,refiner,Refiner,True,64,64,4x37x2560,-26.67868995666504,104627.0,42.0,-10.534411430358887,,0.0,1000,final_layer,1.0,0.7509594559669495,0.7364576458930969,0.7911315560340881,0.7732464671134949,0.7602447867393494,0.8125693798065186,0.7564567923545837,0.8710485696792603,0.7766434550285339,0.7448785901069641
bn,5,judger,Judger,True,64,64,1x37x2560,-11.591859817504883,124.0,42.0,-10.70892333984375,0,1.0,1000,final_layer,1.0,0.7975175976753235,0.7263376116752625,0.7883442044258118,0.7858994603157043,0.7654097080230713,0.8111599087715149,0.7921045422554016,0.8522460460662842,0.8416532278060913,0.75941002368927
bn,6,planner,Planner,False,160,260,4x37x2560,-9.119109153747559,517.0,12.0,-9.119109153747559,3,0.25,1000,final_layer,1.0,0.7469821572303772,0.7169697880744934,0.718340277671814,0.7235161066055298,0.8692829012870789,0.8903937339782715,0.7218281626701355,0.8624536395072937,0.9411417245864868,0.6912371516227722
bn,6,critic,Critic,False,160,260,4x37x2560,-20.14733123779297,2810.0,12.0,-10.13424301147461,,0.0,1000,final_layer,1.0,0.7403519153594971,0.704046905040741,0.7350596785545349,0.7331938743591309,0.7810564637184143,0.9275396466255188,0.7215280532836914,0.9707764387130737,0.891933023929596,0.7305459976196289
bn,6,refiner,Refiner,False,160,260,4x37x2560,-25.030099868774414,72132.0,12.0,-9.677858352661133,,0.0,1000,final_layer,1.0,0.7517181634902954,0.7075549960136414,0.7753491401672363,0.7774073481559753,0.8049675822257996,0.7573258876800537,0.5851345062255859,0.9606899619102478,0.7795448303222656,0.7536447048187256
bn,6,judger,Judger,False,160,260,1x37x2560,-10.226512908935547,88.0,12.0,-10.226512908935547,0,1.0,1000,final_layer,1.0,0.7979001998901367,0.7399141192436218,0.7905390858650208,0.7898241281509399,0.7796303033828735,0.8165005445480347,0.8152546882629395,0.855233371257782,0.8389040231704712,0.762599766254425
bn,7,planner,Planner,False,40,160,4x37x2560,-14.596861839294434,748.0,8.0,-10.606578826904297,2,0.5,1000,final_layer,1.0,0.7346305847167969,0.6982307434082031,0.7903341054916382,0.7682676315307617,0.8845967650413513,0.7146449089050293,0.763929545879364,0.6363747119903564,0.7247106432914734,0.802038848400116
bn,7,critic,Critic,False,40,160,4x37x2560,-32.50783157348633,82771.0,8.0,-7.316537857055664,,0.0,1000,final_layer,1.0,0.7851453423500061,0.6961733102798462,0.8012301325798035,0.8011980056762695,0.8553834557533264,0.8041871786117554,0.7504295110702515,0.8178821206092834,0.7659337520599365,0.6989907622337341
bn,7,refiner,Refiner,False,40,160,4x37x2560,-23.557191848754883,109971.0,8.0,-10.663108825683594,,0.0,1000,final_layer,1.0,0.7092675566673279,0.6510932445526123,0.7346348166465759,0.7664387822151184,0.7665299773216248,0.7757201194763184,0.6059762835502625,0.8626145124435425,0.7105750441551208,0.6592230796813965
bn,7,judger,Judger,False,40,160,1x37x2560,-0.6815680265426636,1.0,1.0,-0.6815680265426636,0,1.0,1000,final_layer,1.0,0.8017998337745667,0.7339745163917542,0.7901037335395813,0.7884333729743958,0.7639314532279968,0.8215054869651794,0.8036039471626282,0.8444981575012207,0.8423891067504883,0.7535775899887085
bn,8,planner,Planner,False,2,45,4x37x2560,-23.70877456665039,13675.0,30.0,-10.115087509155273,2,0.5,1000,final_layer,1.0,0.7489438652992249,0.7257264256477356,0.754586398601532,0.760236382484436,0.7774409651756287,0.8289324045181274,0.7331234216690063,0.7986588478088379,0.8844600319862366,0.7389858365058899
bn,8,critic,Critic,False,2,45,4x37x2560,-26.361255645751953,7475.0,30.0,-9.896387100219727,,0.0,1000,final_layer,1.0,0.741897702217102,0.7437616586685181,0.7447401285171509,0.7553884983062744,0.8051300048828125,0.8107770085334778,0.7097864747047424,0.7910752296447754,0.8618344664573669,0.7268938422203064
bn,8,refiner,Refiner,False,2,45,4x37x2560,-27.679039001464844,79035.0,30.0,-9.946645736694336,,0.0,1000,final_layer,1.0,0.7564781308174133,0.739912748336792,0.7714149355888367,0.7877486944198608,0.7656559944152832,0.6198648810386658,0.7772133350372314,0.803717851638794,0.6930854916572571,0.8103258609771729
bn,8,judger,Judger,False,2,45,1x37x2560,-11.762012481689453,195.0,30.0,-8.218820571899414,0,1.0,1000,final_layer,1.0,0.8060640096664429,0.7341253161430359,0.7948810458183289,0.7946733832359314,0.7586240768432617,0.8205668330192566,0.8069018721580505,0.8508952856063843,0.8422880172729492,0.7604248523712158
bn,9,planner,Planner,False,6,460,4x37x2560,-10.819450378417969,620.0,30.0,-8.7064790725708,2,0.5,1000,final_layer,1.0,0.7549523115158081,0.7209821343421936,0.7344415783882141,0.7557477951049805,0.8179527521133423,0.8933061957359314,0.6715880632400513,0.7553170919418335,0.9402278065681458,0.7235769033432007
bn,9,critic,Critic,False,6,460,4x37x2560,-16.760875701904297,3564.0,30.0,-9.933910369873047,,0.0,1000,final_layer,1.0,0.7461452484130859,0.6945508122444153,0.7113648653030396,0.7376000881195068,0.843941867351532,0.9134677052497864,0.7214296460151672,0.75876384973526,0.8819354176521301,0.7277573347091675
bn,9,refiner,Refiner,False,6,460,4x37x2560,-28.726673126220703,42328.0,30.0,-9.897854804992676,,0.0,1000,final_layer,1.0,0.7540280222892761,0.7396083474159241,0.7523480653762817,0.739998996257782,0.8709501028060913,0.8966041803359985,0.7472650408744812,0.8579525947570801,0.8775339126586914,0.570428192615509
bn,9,judger,Judger,False,6,460,1x37x2560,-10.752483367919922,138.0,30.0,-8.344042778015137,0,1.0,1000,final_layer,1.0,0.7973304390907288,0.732367753982544,0.7952331900596619,0.7903172373771667,0.761673629283905,0.8196589946746826,0.8072623610496521,0.8543575406074524,0.8405382633209229,0.7567474842071533
bn,10,planner,Planner,False,30,366,4x37x2560,-9.214963912963867,511.0,19.0,-9.214963912963867,3,0.25,1000,final_layer,1.0,0.7456654906272888,0.7164614796638489,0.7261512279510498,0.73679518699646,0.7623972296714783,0.6616027355194092,0.6748360395431519,0.9054408669471741,0.9517836570739746,0.7037308216094971
bn,10,critic,Critic,False,30,366,4x37x2560,-13.902392387390137,1445.0,19.0,-8.211654663085938,,0.0,1000,final_layer,1.0,0.7287449836730957,0.7093306183815002,0.6899638772010803,0.7187173962593079,0.7141452431678772,0.897240400314331,0.6827296614646912,0.7452467083930969,0.9287105202674866,0.7238734364509583
bn,10,refiner,Refiner,False,30,366,4x37x2560,-30.114015579223633,108995.0,19.0,-9.780878067016602,,0.0,1000,final_layer,1.0,0.7112762928009033,0.7292014360427856,0.7299298644065857,0.7768915295600891,0.8482558727264404,0.7528077363967896,0.7067869305610657,0.8893312215805054,0.7930795550346375,0.7851237058639526
bn,10,judger,Judger,False,30,366,1x37x2560,-9.994352340698242,98.0,19.0,-9.994352340698242,0,1.0,1000,final_layer,1.0,0.8009640574455261,0.7417237162590027,0.7974565029144287,0.78809654712677,0.7651613354682922,0.8198215961456299,0.7979859709739685,0.8483399152755737,0.8422055244445801,0.7631083130836487
bn,11,planner,Planner,True,694,694,4x37x2560,-9.146402359008789,393.0,42.0,-9.146402359008789,2,0.5,1000,final_layer,1.0,0.7434913516044617,0.7188306450843811,0.7376882433891296,0.7500985860824585,0.8033338785171509,0.6994050145149231,0.7193107604980469,0.9437631368637085,0.9402211904525757,0.7132192850112915
bn,11,critic,Critic,True,694,694,4x37x2560,-19.403484344482422,4321.0,42.0,-10.562819480895996,,0.0,1000,final_layer,1.0,0.7475612759590149,0.70976722240448,0.7385095357894897,0.7478435635566711,0.7927339673042297,0.9164732098579407,0.7182005643844604,0.9336000680923462,0.8751940131187439,0.7414774298667908
bn,11,refiner,Refiner,True,694,694,4x37x2560,-28.84377098083496,29431.0,42.0,-7.978103160858154,,0.0,1000,final_layer,1.0,0.7359663248062134,0.7466460466384888,0.7192454934120178,0.7446745038032532,0.8510014414787292,0.7016699314117432,0.5548322796821594,0.9538850784301758,0.8652952909469604,0.6111350059509277
bn,11,judger,Judger,True,694,694,1x37x2560,-11.144095420837402,179.0,42.0,-10.550925254821777,0,1.0,1000,final_layer,1.0,0.8017149567604065,0.7334045171737671,0.787451446056366,0.7876056432723999,0.7643049359321594,0.818925678730011,0.7972683906555176,0.8492398262023926,0.83872389793396,0.7569799423217773
bn,12,planner,Planner,False,4,13,4x37x2560,-9.139848709106445,299.0,8.0,-9.139848709106445,2,0.5,1000,final_layer,1.0,0.743743896484375,0.7223742604255676,0.7252167463302612,0.7514212727546692,0.8182257413864136,0.7036155462265015,0.7100332379341125,0.7573603987693787,0.9401865601539612,0.7051578164100647
bn,12,critic,Critic,False,4,13,4x37x2560,-12.509474754333496,1826.0,8.0,-10.719423294067383,,0.0,1000,final_layer,1.0,0.7390314340591431,0.6992273330688477,0.7373295426368713,0.7380051612854004,0.7482747435569763,0.8516527414321899,0.7046581506729126,0.7492185831069946,0.9259404540061951,0.725581169128418
bn,12,refiner,Refiner,False,4,13,4x37x2560,-19.768571853637695,18640.0,8.0,-11.688925743103027,,0.0,1000,final_layer,1.0,0.7338929176330566,0.725921630859375,0.7253398299217224,0.7434820532798767,0.8267489671707153,0.6498463749885559,0.7073265314102173,0.9394644498825073,0.9349138140678406,0.7200304865837097
bn,12,judger,Judger,False,4,13,1x37x2560,-1.6997135877609253,2.0,2.0,-1.6997135877609253,0,1.0,1000,final_layer,1.0,0.8056197166442871,0.7354416847229004,0.7970558404922485,0.7977558374404907,0.7651065587997437,0.8217119574546814,0.7940626740455627,0.838901937007904,0.8416539430618286,0.7659552693367004
bn,13,planner,Planner,False,7,18,4x37x2560,-8.521617889404297,337.0,8.0,-8.521617889404297,3,0.25,1000,final_layer,1.0,0.7522554993629456,0.7054660320281982,0.7303647994995117,0.7295418977737427,0.7315405607223511,0.8755121827125549,0.6640615463256836,0.7464019060134888,0.9501208662986755,0.6987131834030151
bn,13,critic,Critic,False,7,18,4x37x2560,-14.60041618347168,2504.0,8.0,-10.052460670471191,,0.0,1000,final_layer,1.0,0.729106068611145,0.6982566714286804,0.7273188233375549,0.7313576936721802,0.7256609201431274,0.9271213412284851,0.7168320417404175,0.9184318780899048,0.9324113726615906,0.7169709205627441
bn,13,refiner,Refiner,False,7,18,4x37x2560,-29.79690170288086,26509.0,8.0,-9.010711669921875,,0.0,1000,final_layer,1.0,0.6084327697753906,0.72971111536026,0.6502406597137451,0.7452800869941711,0.8920263051986694,0.7338433265686035,0.7244550585746765,0.9391489624977112,0.8448970913887024,0.7287214398384094
bn,13,judger,Judger,False,7,18,1x37x2560,-1.4202548265457153,2.0,2.0,-1.4202548265457153,0,1.0,1000,final_layer,1.0,0.7997888922691345,0.7452589273452759,0.7914206981658936,0.7916552424430847,0.7585423588752747,0.8221276998519897,0.7906851172447205,0.8560054898262024,0.8428651690483093,0.7532230615615845
bn,14,planner,Planner,False,4,60,4x37x2560,-13.180243492126465,428.0,42.0,-10.315940856933594,2,0.5,1000,final_layer,1.0,0.7492761611938477,0.7309923768043518,0.740803599357605,0.7338060140609741,0.7637604475021362,0.8972021341323853,0.7288411855697632,0.7654624581336975,0.9435516595840454,0.7239847183227539
bn,14,critic,Critic,False,4,60,4x37x2560,-18.600229263305664,3126.0,42.0,-10.784462928771973,,0.0,1000,final_layer,1.0,0.7451215982437134,0.6863743662834167,0.7347099184989929,0.7362324595451355,0.7156758904457092,0.9195566177368164,0.7167441844940186,0.9678488969802856,0.899616539478302,0.7168949842453003
bn,14,refiner,Refiner,False,4,60,4x37x2560,-29.894840240478516,106401.0,42.0,-9.564888954162598,,0.0,1000,final_layer,1.0,0.7707095742225647,0.6966418623924255,0.7790952920913696,0.6975378394126892,0.8338974714279175,0.8307372331619263,0.6443235278129578,0.8429814577102661,0.8056067228317261,0.6784093976020813
bn,14,judger,Judger,False,4,60,1x37x2560,-11.402976989746094,182.0,42.0,-10.762165069580078,0,1.0,1000,final_layer,1.0,0.7972102165222168,0.7325912117958069,0.7880333662033081,0.7843824625015259,0.7622010111808777,0.8168580532073975,0.7835108041763306,0.8438197374343872,0.8366410136222839,0.7572312355041504
bn,15,planner,Planner,True,125,125,4x37x2560,-8.436202049255371,318.0,8.0,-8.436202049255371,3,0.25,1000,final_layer,1.0,0.7495437860488892,0.7234317660331726,0.7216936945915222,0.7450846433639526,0.7919695377349854,0.8280499577522278,0.7166499495506287,0.7501314282417297,0.942195475101471,0.7144567370414734
bn,15,critic,Critic,True,125,125,4x37x2560,-20.903562545776367,3624.0,8.0,-9.99655532836914,,0.0,1000,final_layer,1.0,0.7300574779510498,0.725197970867157,0.7048712968826294,0.7353293895721436,0.8018633127212524,0.772436797618866,0.7247529625892639,0.7616962790489197,0.9066758155822754,0.7285348773002625
bn,15,refiner,Refiner,True,125,125,4x37x2560,-30.656352996826172,113781.0,8.0,-9.671941757202148,,0.0,1000,final_layer,1.0,0.765579342842102,0.77496337890625,0.7633411288261414,0.7743958234786987,0.770110011100769,0.7704653739929199,0.7717732191085815,0.9147306084632874,0.7965326905250549,0.7144033312797546
bn,15,judger,Judger,True,125,125,1x37x2560,-1.4459316730499268,2.0,2.0,-1.4459316730499268,0,1.0,1000,final_layer,1.0,0.8045670986175537,0.7352858781814575,0.7999513745307922,0.7969859838485718,0.7583616971969604,0.8220041394233704,0.8019644618034363,0.8543714284896851,0.8424201011657715,0.7574167847633362
bn,16,planner,Planner,False,23,230,4x37x2560,-8.893291473388672,512.0,12.0,-8.893291473388672,3,0.25,1000,final_layer,1.0,0.7495638728141785,0.7127639651298523,0.7241308093070984,0.7258883118629456,0.793143093585968,0.8832232356071472,0.8265260457992554,0.7568068504333496,0.948240339756012,0.6892526149749756
bn,16,critic,Critic,False,23,230,4x37x2560,-14.582621574401855,2292.0,12.0,-10.12182331085205,,0.0,1000,final_layer,1.0,0.7215757369995117,0.677341639995575,0.7185604572296143,0.7223650813102722,0.7111417651176453,0.917114794254303,0.6838095784187317,0.9167125821113586,0.7150311470031738,0.713520348072052
bn,16,refiner,Refiner,False,23,230,4x37x2560,-25.939373016357422,21390.0,12.0,-10.12890625,,0.0,1000,final_layer,1.0,0.7511051297187805,0.7254200577735901,0.7117630243301392,0.660818874835968,0.8794942498207092,0.7801588773727417,0.7372634410858154,0.8547773361206055,0.8845266103744507,0.6892822980880737
bn,16,judger,Judger,False,23,230,1x37x2560,-9.7227783203125,82.0,12.0,-9.7227783203125,0,1.0,1000,final_layer,1.0,0.7995349168777466,0.7362278699874878,0.7919431924819946,0.7893850803375244,0.754508912563324,0.8227338790893555,0.8010866045951843,0.8513437509536743,0.8385742902755737,0.7563707828521729
bn,17,planner,Planner,False,50,57500,4x37x2560,-7.40452766418457,133.0,38.0,-7.40452766418457,2,0.5,1000,final_layer,1.0,0.7499651312828064,0.7142364382743835,0.7436681985855103,0.7470401525497437,0.8621727228164673,0.7590888738632202,0.6969650983810425,0.7445675730705261,0.9455525279045105,0.7127538919448853
bn,17,critic,Critic,False,50,57500,4x37x2560,-17.259525299072266,953.0,38.0,-8.555439949035645,3,0.25,1000,final_layer,1.0,0.745039701461792,0.6932916641235352,0.7322220206260681,0.7290471792221069,0.754767119884491,0.814609169960022,0.6908847689628601,0.9585258960723877,0.9259263873100281,0.7218669056892395
bn,17,refiner,Refiner,False,50,57500,4x37x2560,-26.526933670043945,103249.0,38.0,-10.499479293823242,,0.0,1000,final_layer,1.0,0.751067042350769,0.7739307284355164,0.7667808532714844,0.7564523816108704,0.7670167684555054,0.771696150302887,0.7398781776428223,0.8568906784057617,0.8039597272872925,0.7407743334770203
bn,17,judger,Judger,False,50,57500,1x37x2560,-11.848860740661621,171.0,38.0,-10.655041694641113,0,1.0,1000,final_layer,1.0,0.801051139831543,0.7402957081794739,0.796790599822998,0.7921653389930725,0.7593470811843872,0.8238014578819275,0.785883903503418,0.8517568707466125,0.8427885174751282,0.7543128728866577
bn,18,planner,Planner,True,7,7,4x37x2560,-8.687200546264648,68.0,49.0,-8.391621589660645,2,0.5,1000,final_layer,1.0,0.7380731105804443,0.7170895934104919,0.7369534373283386,0.740208625793457,0.739652693271637,0.6863234043121338,0.7063561677932739,0.7451885938644409,0.9450549483299255,0.6945452094078064
bn,18,critic,Critic,True,7,7,4x37x2560,-13.180423736572266,817.0,49.0,-9.012177467346191,3,0.25,1000,final_layer,1.0,0.7282930612564087,0.7004207968711853,0.7294440865516663,0.7273852229118347,0.7123663425445557,0.9044323563575745,0.7007864713668823,0.9078103303909302,0.9189533591270447,0.7267476916313171
bn,18,refiner,Refiner,True,7,7,4x37x2560,-29.906261444091797,75290.0,49.0,-8.62375259399414,,0.0,1000,final_layer,1.0,0.6783028841018677,0.7423684000968933,0.7702061533927917,0.7594509124755859,0.7580733299255371,0.770889937877655,0.7714316844940186,0.8059136271476746,0.8259165287017822,0.7108931541442871
bn,18,judger,Judger,True,7,7,1x37x2560,-11.447992324829102,187.0,49.0,-9.363714218139648,0,1.0,1000,final_layer,1.0,0.7985460162162781,0.7401428818702698,0.7869460582733154,0.7847607731819153,0.755592405796051,0.8139581680297852,0.7917038202285767,0.8387451171875,0.8333003520965576,0.7556793689727783
bn,19,planner,Planner,True,6,6,4x37x2560,-9.022688865661621,498.0,42.0,-9.022688865661621,3,0.25,1000,final_layer,1.0,0.746738612651825,0.7169956564903259,0.7215427756309509,0.7255507111549377,0.8004486560821533,0.8890842795372009,0.8371665477752686,0.7853692770004272,0.9483925104141235,0.703346848487854
bn,19,critic,Critic,True,6,6,4x37x2560,-15.59715461730957,3115.0,42.0,-9.087544441223145,,0.0,1000,final_layer,1.0,0.7273356318473816,0.7117212414741516,0.7286354303359985,0.7394647598266602,0.8226445317268372,0.9070669412612915,0.7242724299430847,0.7529659867286682,0.9421582818031311,0.7286831736564636
bn,19,refiner,Refiner,True,6,6,4x37x2560,-28.224044799804688,97985.0,42.0,-9.76651382446289,,0.0,1000,final_layer,1.0,0.7222522497177124,0.759633481502533,0.7032510638237,0.7724428176879883,0.8075686097145081,0.7389818429946899,0.7868705987930298,0.8808609247207642,0.8139632344245911,0.7636935710906982
bn,19,judger,Judger,True,6,6,1x37x2560,-11.915962219238281,299.0,42.0,-10.712285995483398,0,1.0,1000,final_layer,1.0,0.7970236539840698,0.7319624423980713,0.7892732620239258,0.7903399467468262,0.7645865082740784,0.8192145228385925,0.8004010915756226,0.8486875295639038,0.834283709526062,0.7586679458618164
bn,20,planner,Planner,False,5,15,4x37x2560,-13.258750915527344,647.0,8.0,-9.51755142211914,3,0.25,1000,final_layer,1.0,0.7496702671051025,0.7237141728401184,0.7331589460372925,0.7371572256088257,0.7227660417556763,0.8949155807495117,0.7212190628051758,0.7590703368186951,0.9376220703125,0.7023500204086304
bn,20,critic,Critic,False,5,15,4x37x2560,-18.043426513671875,6298.0,8.0,-11.119569778442383,,0.0,1000,final_layer,1.0,0.7341950535774231,0.7013176679611206,0.7342233657836914,0.7338190674781799,0.7297576665878296,0.9257084727287292,0.6925929188728333,0.9063188433647156,0.9143973588943481,0.7274672389030457
bn,20,refiner,Refiner,False,5,15,4x37x2560,-29.992189407348633,78845.0,8.0,-10.164708137512207,,0.0,1000,final_layer,1.0,0.777910053730011,0.7456018328666687,0.7064921259880066,0.7647750377655029,0.8479934334754944,0.7301779985427856,0.7536695599555969,0.8926733136177063,0.8265756368637085,0.7679654955863953
bn,20,judger,Judger,False,5,15,1x37x2560,-0.8198394775390625,1.0,1.0,-0.8198394775390625,0,1.0,1000,final_layer,1.0,0.7991804480552673,0.741751492023468,0.7972143888473511,0.7925440669059753,0.7713984847068787,0.8187934160232544,0.791846513748169,0.8483491539955139,0.8380682468414307,0.7605233192443848
bn,21,planner,Planner,True,14,14,4x37x2560,-8.450324058532715,317.0,8.0,-8.450324058532715,3,0.25,1000,final_layer,1.0,0.7462282180786133,0.7003970742225647,0.7259019613265991,0.7198825478553772,0.7196614742279053,0.6570337414741516,0.7230499982833862,0.7416999936103821,0.941774308681488,0.6979870796203613
