lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy
bn,5,refiner,Refiner,False,8,64,4x37x2560,-27.36040496826172,102623.0,42.0,-10.197121620178223,,0.0,1000,final_layer
bn,5,judger,Judger,False,8,64,1x37x2560,-11.595428466796875,153.0,42.0,-10.68649673461914,0,1.0,1000,final_layer
bn,6,planner,Planner,False,4,260,4x37x2560,-9.226212501525879,523.0,12.0,-9.226212501525879,3,0.25,1000,final_layer
bn,6,critic,Critic,False,4,260,4x37x2560,-15.592836380004883,1322.0,12.0,-10.339601516723633,,0.0,1000,final_layer
bn,6,refiner,Refiner,False,4,260,4x37x2560,-28.5781307220459,16706.0,12.0,-7.626007080078125,,0.0,1000,final_layer
bn,6,judger,Judger,False,4,260,1x37x2560,-10.217891693115234,82.0,12.0,-10.217891693115234,0,1.0,1000,final_layer
bn,7,planner,Planner,False,120,160,4x37x2560,-12.70355224609375,181.0,8.0,-10.606578826904297,2,0.5,1000,final_layer
bn,7,critic,Critic,False,120,160,4x37x2560,-29.125585556030273,65055.0,8.0,-7.416266918182373,,0.0,1000,final_layer
bn,7,refiner,Refiner,False,120,160,4x37x2560,-21.28731918334961,135015.0,8.0,-11.651589393615723,,0.0,1000,final_layer
bn,7,judger,Judger,False,120,160,1x37x2560,-0.7583460211753845,1.0,1.0,-0.7583460211753845,0,1.0,1000,final_layer
bn,8,planner,Planner,False,2,45,4x37x2560,-10.363119125366211,941.0,30.0,-9.103513717651367,2,0.5,1000,final_layer
bn,8,critic,Critic,False,2,45,4x37x2560,-20.50762367248535,3878.0,30.0,-9.893601417541504,,0.0,1000,final_layer
bn,8,refiner,Refiner,False,2,45,4x37x2560,-25.649351119995117,94182.0,30.0,-9.918679237365723,,0.0,1000,final_layer
bn,8,judger,Judger,False,2,45,1x37x2560,-11.9229097366333,238.0,30.0,-8.219759941101074,0,1.0,1000,final_layer
bn,9,planner,Planner,True,460,460,4x37x2560,-8.585113525390625,246.0,30.0,-8.223041534423828,2,0.5,1000,final_layer
bn,9,critic,Critic,True,460,460,4x37x2560,-14.928540229797363,1741.0,30.0,-9.674449920654297,,0.0,1000,final_layer
bn,9,refiner,Refiner,True,460,460,4x37x2560,-26.595781326293945,34709.0,30.0,-9.899503707885742,,0.0,1000,final_layer
bn,9,judger,Judger,True,460,460,1x37x2560,-10.717119216918945,137.0,30.0,-8.342037200927734,0,1.0,1000,final_layer
bn,10,planner,Planner,True,366,366,4x37x2560,-9.013957977294922,447.0,19.0,-9.013957977294922,3,0.25,1000,final_layer
bn,10,critic,Critic,True,366,366,4x37x2560,-13.124505043029785,1407.0,19.0,-8.084503173828125,,0.0,1000,final_layer
bn,10,refiner,Refiner,True,366,366,4x37x2560,-30.796876907348633,66870.0,19.0,-9.810089111328125,,0.0,1000,final_layer
bn,10,judger,Judger,True,366,366,1x37x2560,-9.946096420288086,95.0,19.0,-9.946096420288086,0,1.0,1000,final_layer
bn,11,planner,Planner,False,6,694,4x37x2560,-9.096357345581055,311.0,42.0,-9.096357345581055,3,0.25,1000,final_layer
bn,11,critic,Critic,False,6,694,4x37x2560,-15.550601959228516,1684.0,42.0,-10.216588020324707,,0.0,1000,final_layer
bn,11,refiner,Refiner,False,6,694,4x37x2560,-27.90644073486328,23427.0,42.0,-10.247212409973145,,0.0,1000,final_layer
bn,11,judger,Judger,False,6,694,1x37x2560,-11.068673133850098,158.0,42.0,-10.479558944702148,0,1.0,1000,final_layer
bn,12,planner,Planner,False,7.5,13,4x37x2560,-9.473529815673828,306.0,8.0,-9.473529815673828,3,0.25,1000,final_layer
bn,12,critic,Critic,False,7.5,13,4x37x2560,-12.16240406036377,1813.0,8.0,-10.778178215026855,,0.0,1000,final_layer
bn,12,refiner,Refiner,False,7.5,13,4x37x2560,-19.868999481201172,16822.0,8.0,-11.480620384216309,,0.0,1000,final_layer
bn,12,judger,Judger,False,7.5,13,1x37x2560,-1.5217677354812622,2.0,2.0,-1.5217677354812622,0,1.0,1000,final_layer
bn,13,planner,Planner,False,3,18,4x37x2560,-8.457864761352539,314.0,8.0,-8.457864761352539,3,0.25,1000,final_layer
bn,13,critic,Critic,False,3,18,4x37x2560,-13.134565353393555,1801.0,8.0,-9.866477966308594,,0.0,1000,final_layer
bn,13,refiner,Refiner,False,3,18,4x37x2560,-27.7818603515625,19169.0,8.0,-10.989233016967773,,0.0,1000,final_layer
bn,13,judger,Judger,False,3,18,1x37x2560,-1.4185466766357422,2.0,2.0,-1.4185466766357422,0,1.0,1000,final_layer
bn,14,planner,Planner,False,5,60,4x37x2560,-12.101009368896484,380.0,42.0,-10.153475761413574,2,0.5,1000,final_layer
bn,14,critic,Critic,False,5,60,4x37x2560,-19.224014282226562,3600.0,42.0,-10.765562057495117,,0.0,1000,final_layer
bn,14,refiner,Refiner,False,5,60,4x37x2560,-30.062511444091797,33881.0,42.0,-8.665160179138184,,0.0,1000,final_layer
bn,14,judger,Judger,False,5,60,1x37x2560,-11.437145233154297,172.0,42.0,-10.760788917541504,0,1.0,1000,final_layer
bn,15,planner,Planner,True,125,125,4x37x2560,-8.352158546447754,299.0,8.0,-8.352158546447754,3,0.25,1000,final_layer
bn,15,critic,Critic,True,125,125,4x37x2560,-18.197938919067383,3017.0,8.0,-10.462326049804688,,0.0,1000,final_layer
bn,15,refiner,Refiner,True,125,125,4x37x2560,-28.05069351196289,108660.0,8.0,-9.194971084594727,,0.0,1000,final_layer
bn,15,judger,Judger,True,125,125,1x37x2560,-1.5838370323181152,2.0,2.0,-1.5838370323181152,0,1.0,1000,final_layer
bn,16,planner,Planner,False,80,230,4x37x2560,-8.759511947631836,461.0,12.0,-8.759511947631836,3,0.25,1000,final_layer
bn,16,critic,Critic,False,80,230,4x37x2560,-13.433055877685547,1829.0,12.0,-10.276529312133789,,0.0,1000,final_layer
bn,16,refiner,Refiner,False,80,230,4x37x2560,-19.869152069091797,11958.0,12.0,-11.551673889160156,,0.0,1000,final_layer
bn,16,judger,Judger,False,80,230,1x37x2560,-9.610509872436523,79.0,12.0,-9.610509872436523,0,1.0,1000,final_layer
bn,17,planner,Planner,False,500,57500,4x37x2560,-6.723306179046631,83.0,38.0,-6.723306179046631,2,0.5,1000,final_layer
bn,17,critic,Critic,False,500,57500,4x37x2560,-12.567512512207031,457.0,38.0,-8.06347370147705,3,0.25,1000,final_layer
bn,17,refiner,Refiner,False,500,57500,4x37x2560,-29.10938262939453,20419.0,38.0,-8.409334182739258,,0.0,1000,final_layer
bn,17,judger,Judger,False,500,57500,1x37x2560,-10.996061325073242,150.0,38.0,-10.435623168945312,0,1.0,1000,final_layer
bn,18,planner,Planner,True,7,7,4x37x2560,-9.687629699707031,89.0,49.0,-8.638431549072266,2,0.5,1000,final_layer
bn,18,critic,Critic,True,7,7,4x37x2560,-13.119023323059082,804.0,49.0,-9.065435409545898,3,0.25,1000,final_layer
bn,18,refiner,Refiner,True,7,7,4x37x2560,-28.125032424926758,16679.0,49.0,-9.889750480651855,,0.0,1000,final_layer
bn,18,judger,Judger,True,7,7,1x37x2560,-11.446697235107422,172.0,49.0,-9.363775253295898,0,1.0,1000,final_layer
bn,19,planner,Planner,True,6,6,4x37x2560,-9.33243179321289,583.0,42.0,-9.33243179321289,3,0.25,1000,final_layer
bn,19,critic,Critic,True,6,6,4x37x2560,-16.874319076538086,3489.0,42.0,-9.054513931274414,,0.0,1000,final_layer
bn,19,refiner,Refiner,True,6,6,4x37x2560,-27.553987503051758,100397.0,42.0,-9.886873245239258,,0.0,1000,final_layer
bn,19,judger,Judger,True,6,6,1x37x2560,-12.023974418640137,322.0,42.0,-10.710389137268066,0,1.0,1000,final_layer
bn,20,planner,Planner,False,4,15,4x37x2560,-12.54741096496582,535.0,8.0,-9.51755142211914,3,0.25,1000,final_layer
bn,20,critic,Critic,False,4,15,4x37x2560,-16.082210540771484,6054.0,8.0,-11.155866622924805,,0.0,1000,final_layer
bn,20,refiner,Refiner,False,4,15,4x37x2560,-28.71887969970703,47614.0,8.0,-10.37235164642334,,0.0,1000,final_layer
bn,20,judger,Judger,False,4,15,1x37x2560,-0.8331333994865417,1.0,1.0,-0.8331333994865417,0,1.0,1000,final_layer
bn,21,planner,Planner,False,2,14,4x37x2560,-8.501047134399414,330.0,8.0,-8.501047134399414,3,0.25,1000,final_layer
bn,21,critic,Critic,False,2,14,4x37x2560,-28.468769073486328,8534.0,8.0,-8.819503784179688,,0.0,1000,final_layer
bn,21,refiner,Refiner,False,2,14,4x37x2560,-25.395198822021484,88079.0,8.0,-9.571096420288086,,0.0,1000,final_layer
bn,21,judger,Judger,False,2,14,1x37x2560,-0.34336620569229126,1.0,1.0,-0.34336620569229126,0,1.0,1000,final_layer
bn,22,planner,Planner,True,7,7,4x37x2560,-8.724000930786133,385.0,49.0,-8.724000930786133,2,0.5,1000,final_layer
bn,22,critic,Critic,True,7,7,4x37x2560,-14.058411598205566,1326.0,49.0,-8.81270694732666,,0.0,1000,final_layer
bn,22,refiner,Refiner,True,7,7,4x37x2560,-27.687559127807617,7105.0,49.0,-8.353212356567383,,0.0,1000,final_layer
bn,22,judger,Judger,True,7,7,1x37x2560,-12.123441696166992,252.0,49.0,-9.334753036499023,0,1.0,1000,final_layer
bn,23,planner,Planner,True,8,8,4x37x2560,-10.073999404907227,583.0,49.0,-9.810566902160645,3,0.25,1000,final_layer
bn,23,critic,Critic,True,8,8,4x37x2560,-22.470014572143555,3707.0,49.0,-9.426759719848633,,0.0,1000,final_layer
bn,23,refiner,Refiner,True,8,8,4x37x2560,-31.144556045532227,119325.0,49.0,-9.504631042480469,,0.0,1000,final_layer
bn,23,judger,Judger,True,8,8,1x37x2560,-12.356952667236328,434.0,49.0,-8.186161041259766,0,1.0,1000,final_layer
bn,24,planner,Planner,True,26,26,4x37x2560,-8.556632995605469,293.0,12.0,-8.556632995605469,2,0.5,1000,final_layer
bn,24,critic,Critic,True,26,26,4x37x2560,-14.140796661376953,1077.0,12.0,-10.02141284942627,,0.0,1000,final_layer
bn,24,refiner,Refiner,True,26,26,4x37x2560,-29.046903610229492,18112.0,12.0,-9.785835266113281,,0.0,1000,final_layer
bn,24,judger,Judger,True,26,26,1x37x2560,-9.5715970993042,72.0,12.0,-9.5715970993042,0,1.0,1000,final_layer
bn,25,planner,Planner,False,8.50,2,4x37x2560,-10.920374870300293,2491.0,12.0,-10.447230339050293,,0.0,1000,final_layer
bn,25,critic,Critic,False,8.50,2,4x37x2560,-22.415407180786133,9045.0,12.0,-8.832762718200684,,0.0,1000,final_layer
bn,25,refiner,Refiner,False,8.50,2,4x37x2560,-27.328447341918945,9034.0,12.0,-9.956476211547852,,0.0,1000,final_layer
bn,25,judger,Judger,False,8.50,2,1x37x2560,-10.927773475646973,116.0,12.0,-10.298821449279785,0,1.0,1000,final_layer
bn,26,planner,Planner,True,243,243,4x37x2560,-9.956954002380371,907.0,12.0,-9.956954002380371,3,0.25,1000,final_layer
bn,26,critic,Critic,True,243,243,4x37x2560,-17.790681838989258,3392.0,12.0,-10.142112731933594,,0.0,1000,final_layer
bn,26,refiner,Refiner,True,243,243,4x37x2560,-28.09382438659668,19159.0,12.0,-9.341896057128906,,0.0,1000,final_layer
bn,26,judger,Judger,True,243,243,1x37x2560,-11.05721664428711,73.0,12.0,-9.909728050231934,0,1.0,1000,final_layer
bn,27,planner,Planner,True,16,16,4x37x2560,-9.843806266784668,281.0,8.0,-9.843806266784668,3,0.25,1000,final_layer
bn,27,critic,Critic,True,16,16,4x37x2560,-19.12667465209961,2567.0,8.0,-10.425177574157715,,0.0,1000,final_layer
bn,27,refiner,Refiner,True,16,16,4x37x2560,-28.60175895690918,35394.0,8.0,-11.615514755249023,,0.0,1000,final_layer
bn,27,judger,Judger,True,16,16,1x37x2560,-0.920730710029602,1.0,1.0,-0.920730710029602,0,1.0,1000,final_layer
bn,28,planner,Planner,False,15,25,4x37x2560,-8.869856834411621,434.0,12.0,-8.869856834411621,3,0.25,1000,final_layer
bn,28,critic,Critic,False,15,25,4x37x2560,-21.9129695892334,4970.0,12.0,-9.959830284118652,,0.0,1000,final_layer
bn,28,refiner,Refiner,False,15,25,4x37x2560,-30.062503814697266,65633.0,12.0,-8.268179893493652,,0.0,1000,final_layer
bn,28,judger,Judger,False,15,25,1x37x2560,-9.94959545135498,68.0,12.0,-9.94959545135498,0,1.0,1000,final_layer
bn,29,planner,Planner,False,100,104,4x37x2560,-8.901917457580566,479.0,8.0,-8.901917457580566,3,0.25,1000,final_layer
bn,29,critic,Critic,False,100,104,4x37x2560,-17.53765296936035,2190.0,8.0,-10.341632843017578,,0.0,1000,final_layer
bn,29,refiner,Refiner,False,100,104,4x37x2560,-30.367189407348633,59112.0,8.0,-8.967611312866211,,0.0,1000,final_layer
bn,29,judger,Judger,False,100,104,1x37x2560,-1.111782193183899,2.0,2.0,-1.111782193183899,0,1.0,1000,final_layer
bn,30,planner,Planner,True,109,109,4x37x2560,-9.990615844726562,460.0,8.0,-9.990615844726562,3,0.25,1000,final_layer
bn,30,critic,Critic,True,109,109,4x37x2560,-16.85362434387207,3885.0,8.0,-10.589786529541016,,0.0,1000,final_layer
bn,30,refiner,Refiner,True,109,109,4x37x2560,-28.120471954345703,96481.0,8.0,-9.692521095275879,,0.0,1000,final_layer
bn,30,judger,Judger,True,109,109,1x37x2560,-1.744248628616333,2.0,2.0,-1.744248628616333,0,1.0,1000,final_layer
bn,31,planner,Planner,True,80,80,4x37x2560,-11.865143775939941,924.0,49.0,-9.766952514648438,3,0.25,1000,final_layer
bn,31,critic,Critic,True,80,80,4x37x2560,-18.2960205078125,4628.0,49.0,-9.453628540039062,,0.0,1000,final_layer
bn,31,refiner,Refiner,True,80,80,4x37x2560,-31.30277442932129,115240.0,49.0,-9.445375442504883,,0.0,1000,final_layer
bn,31,judger,Judger,True,80,80,1x37x2560,-12.67186164855957,530.0,49.0,-8.183713912963867,0,1.0,1000,final_layer
bn,32,planner,Planner,True,35,35,4x37x2560,-9.530673027038574,516.0,19.0,-9.530673027038574,3,0.25,1000,final_layer
bn,32,critic,Critic,True,35,35,4x37x2560,-17.224382400512695,8465.0,19.0,-9.709514617919922,,0.0,1000,final_layer
bn,32,refiner,Refiner,True,35,35,4x37x2560,-30.841875076293945,64864.0,19.0,-10.316169738769531,,0.0,1000,final_layer
bn,32,judger,Judger,True,35,35,1x37x2560,-11.102232933044434,125.0,19.0,-10.217924118041992,0,1.0,1000,final_layer
bn,33,planner,Planner,False,40,70,4x37x2560,-9.931107521057129,93.0,49.0,-8.46654987335205,2,0.5,1000,final_layer
bn,33,critic,Critic,False,40,70,4x37x2560,-16.57071876525879,747.0,49.0,-9.47433853149414,3,0.25,1000,final_layer
bn,33,refiner,Refiner,False,40,70,4x37x2560,-27.180978775024414,101944.0,49.0,-10.236539840698242,,0.0,1000,final_layer
bn,33,judger,Judger,False,40,70,1x37x2560,-12.713401794433594,473.0,49.0,-9.344907760620117,0,1.0,1000,final_layer
bn,34,planner,Planner,True,23,23,4x37x2560,-9.23487377166748,579.0,12.0,-9.23487377166748,3,0.25,1000,final_layer
bn,34,critic,Critic,True,23,23,4x37x2560,-15.077593803405762,4538.0,12.0,-11.238725662231445,,0.0,1000,final_layer
bn,34,refiner,Refiner,True,23,23,4x37x2560,-29.078125,38386.0,12.0,-8.601804733276367,,0.0,1000,final_layer
bn,34,judger,Judger,True,23,23,1x37x2560,-10.348490715026855,91.0,12.0,-10.252864837646484,0,1.0,1000,final_layer
bn,35,planner,Planner,True,9,9,4x37x2560,-10.61621379852295,1997.0,48.0,-8.518095016479492,,0.0,1000,final_layer
bn,35,critic,Critic,True,9,9,4x37x2560,-14.809530258178711,5272.0,48.0,-8.241098403930664,,0.0,1000,final_layer
bn,35,refiner,Refiner,True,9,9,4x37x2560,-31.56251335144043,47749.0,48.0,-8.298267364501953,,0.0,1000,final_layer
bn,35,judger,Judger,True,9,9,1x37x2560,-13.001424789428711,336.0,48.0,-7.859862327575684,0,1.0,1000,final_layer
bn,36,planner,Planner,True,75,75,4x37x2560,-7.6396989822387695,92.0,49.0,-7.6396989822387695,2,0.5,1000,final_layer
bn,36,critic,Critic,True,75,75,4x37x2560,-14.309935569763184,719.0,49.0,-9.301690101623535,3,0.25,1000,final_layer
bn,36,refiner,Refiner,True,75,75,4x37x2560,-22.47175407409668,4782.0,49.0,-9.79592227935791,,0.0,1000,final_layer
bn,36,judger,Judger,True,75,75,1x37x2560,-11.757087707519531,212.0,49.0,-9.350312232971191,0,1.0,1000,final_layer
bn,37,planner,Planner,False,0,2,4x37x2560,-13.704142570495605,742.0,12.0,-10.799606323242188,3,0.25,1000,final_layer
bn,37,critic,Critic,False,0,2,4x37x2560,-15.547571182250977,1781.0,12.0,-10.137239456176758,,0.0,1000,final_layer
bn,37,refiner,Refiner,False,0,2,4x37x2560,-24.33102035522461,68039.0,12.0,-9.687053680419922,,0.0,1000,final_layer
bn,37,judger,Judger,False,0,2,1x37x2560,-10.29571533203125,90.0,12.0,-10.13272476196289,0,1.0,1000,final_layer
bn,38,planner,Planner,False,3,10,4x37x2560,-9.064093589782715,353.0,8.0,-9.064093589782715,3,0.25,1000,final_layer
bn,38,critic,Critic,False,3,10,4x37x2560,-17.536741256713867,11624.0,8.0,-11.018421173095703,,0.0,1000,final_layer
bn,38,refiner,Refiner,False,3,10,4x37x2560,-27.08673095703125,30792.0,8.0,-11.3576021194458,,0.0,1000,final_layer
bn,38,judger,Judger,False,3,10,1x37x2560,-1.0003070831298828,1.0,1.0,-1.0003070831298828,0,1.0,1000,final_layer
bn,39,planner,Planner,False,3,18,4x37x2560,-9.297624588012695,591.0,8.0,-9.297624588012695,3,0.25,1000,final_layer
bn,39,critic,Critic,False,3,18,4x37x2560,-16.546436309814453,2763.0,8.0,-10.286556243896484,,0.0,1000,final_layer
bn,39,refiner,Refiner,False,3,18,4x37x2560,-28.912153244018555,107933.0,8.0,-11.541557312011719,,0.0,1000,final_layer
bn,39,judger,Judger,False,3,18,1x37x2560,-1.1729135513305664,1.0,1.0,-1.1729135513305664,0,1.0,1000,final_layer
bn,40,planner,Planner,True,8,8,4x37x2560,-11.185921669006348,939.0,49.0,-9.925556182861328,3,0.25,1000,final_layer
bn,40,critic,Critic,True,8,8,4x37x2560,-11.862153053283691,3472.0,49.0,-9.611980438232422,,0.0,1000,final_layer
bn,40,refiner,Refiner,True,8,8,4x37x2560,-16.266286849975586,5986.0,49.0,-9.619771957397461,,0.0,1000,final_layer
bn,40,judger,Judger,True,8,8,1x37x2560,-13.910511016845703,569.0,49.0,-8.198546409606934,0,1.0,1000,final_layer
bn,41,planner,Planner,False,400,200,4x37x2560,-12.603875160217285,1342.0,12.0,-10.816534042358398,2,0.5,1000,final_layer
bn,41,critic,Critic,False,400,200,4x37x2560,-24.631803512573242,4960.0,12.0,-10.975020408630371,,0.0,1000,final_layer
bn,41,refiner,Refiner,False,400,200,4x37x2560,-23.19005012512207,23486.0,12.0,-11.279945373535156,,0.0,1000,final_layer
bn,41,judger,Judger,False,400,200,1x37x2560,-10.074644088745117,91.0,12.0,-10.074644088745117,0,1.0,1000,final_layer
bn,42,planner,Planner,True,26,26,4x37x2560,-9.573104858398438,929.0,12.0,-9.573104858398438,2,0.5,1000,final_layer
bn,42,critic,Critic,True,26,26,4x37x2560,-25.766542434692383,7011.0,12.0,-9.643980026245117,,0.0,1000,final_layer
bn,42,refiner,Refiner,True,26,26,4x37x2560,-20.17840576171875,31662.0,12.0,-10.52309799194336,,0.0,1000,final_layer
bn,42,judger,Judger,True,26,26,1x37x2560,-11.486405372619629,124.0,12.0,-10.140212059020996,0,1.0,1000,final_layer
bn,43,planner,Planner,False,4,48,4x37x2560,-13.420500755310059,748.0,30.0,-9.785167694091797,3,0.25,1000,final_layer
bn,43,critic,Critic,False,4,48,4x37x2560,-14.604913711547852,3479.0,30.0,-9.851494789123535,,0.0,1000,final_layer
bn,43,refiner,Refiner,False,4,48,4x37x2560,-27.000446319580078,19472.0,30.0,-9.907835960388184,,0.0,1000,final_layer
bn,43,judger,Judger,False,4,48,1x37x2560,-11.983848571777344,258.0,30.0,-8.246133804321289,0,1.0,1000,final_layer
bn,44,planner,Planner,True,20,20,4x37x2560,-8.908378601074219,503.0,12.0,-8.908378601074219,3,0.25,1000,final_layer
bn,44,critic,Critic,True,20,20,4x37x2560,-11.26230239868164,1747.0,12.0,-10.529693603515625,,0.0,1000,final_layer
bn,44,refiner,Refiner,True,20,20,4x37x2560,-16.911500930786133,6050.0,12.0,-11.044185638427734,,0.0,1000,final_layer
bn,44,judger,Judger,True,20,20,1x37x2560,-10.861045837402344,91.0,12.0,-10.441484451293945,0,1.0,1000,final_layer
bn,45,planner,Planner,True,104,104,4x37x2560,-9.362565040588379,720.0,8.0,-9.362565040588379,3,0.25,1000,final_layer
bn,45,critic,Critic,True,104,104,4x37x2560,-13.677035331726074,1785.0,8.0,-10.123128890991211,,0.0,1000,final_layer
bn,45,refiner,Refiner,True,104,104,4x37x2560,-31.359376907348633,56700.0,8.0,-8.032269477844238,,0.0,1000,final_layer
bn,45,judger,Judger,True,104,104,1x37x2560,-1.2918062210083008,2.0,2.0,-1.2918062210083008,0,1.0,1000,final_layer
bn,46,planner,Planner,False,220,163,4x37x2560,-15.078094482421875,1696.0,8.0,-9.77113151550293,,0.0,1000,final_layer
bn,46,critic,Critic,False,220,163,4x37x2560,-18.165306091308594,1968.0,8.0,-9.102533340454102,,0.0,1000,final_layer
bn,46,refiner,Refiner,False,220,163,4x37x2560,-26.320232391357422,100998.0,8.0,-9.861494064331055,,0.0,1000,final_layer
bn,46,judger,Judger,False,220,163,1x37x2560,-1.303758144378662,1.0,1.0,-1.303758144378662,0,1.0,1000,final_layer
bn,47,planner,Planner,False,4,800,4x37x2560,-10.037825584411621,1090.0,49.0,-9.680282592773438,,0.0,1000,final_layer
bn,47,critic,Critic,False,4,800,4x37x2560,-13.831116676330566,2059.0,49.0,-9.436361312866211,,0.0,1000,final_layer
bn,47,refiner,Refiner,False,4,800,4x37x2560,-29.30470085144043,46467.0,49.0,-8.09407901763916,,0.0,1000,final_layer
bn,47,judger,Judger,False,4,800,1x37x2560,-14.348688125610352,500.0,49.0,-8.146631240844727,0,1.0,1000,final_layer
bn,48,planner,Planner,True,8,8,4x37x2560,-11.284276962280273,971.0,49.0,-9.714982032775879,3,0.25,1000,final_layer
bn,48,critic,Critic,True,8,8,4x37x2560,-13.426590919494629,5834.0,49.0,-9.363033294677734,,0.0,1000,final_layer
bn,48,refiner,Refiner,True,8,8,4x37x2560,-19.939373016357422,8600.0,49.0,-9.419416427612305,,0.0,1000,final_layer
bn,48,judger,Judger,True,8,8,1x37x2560,-11.966974258422852,220.0,49.0,-8.197345733642578,0,1.0,1000,final_layer
bn,49,planner,Planner,True,30,30,4x37x2560,-10.746747970581055,697.0,19.0,-9.958742141723633,2,0.5,1000,final_layer
bn,49,critic,Critic,True,30,30,4x37x2560,-15.433966636657715,3324.0,19.0,-8.994140625,,0.0,1000,final_layer
bn,49,refiner,Refiner,True,30,30,4x37x2560,-28.19598960876465,104777.0,19.0,-10.20759391784668,,0.0,1000,final_layer
bn,49,judger,Judger,True,30,30,1x37x2560,-11.014094352722168,127.0,19.0,-10.202150344848633,0,1.0,1000,final_layer
de,0,planner,Planner,True,18,18,4x37x2560,-16.501846313476562,102.0,8.0,-11.09916877746582,2,0.5,1000,final_layer
de,0,critic,Critic,True,18,18,4x37x2560,-27.40625762939453,1855.0,8.0,-10.487459182739258,,0.0,1000,final_layer
de,0,refiner,Refiner,True,18,18,4x37x2560,-13.029282569885254,440.0,8.0,-10.008901596069336,3,0.25,1000,final_layer
de,0,judger,Judger,True,18,18,1x37x2560,-5.685582160949707,6.0,6.0,-5.685582160949707,0,1.0,1000,final_layer
de,1,planner,Planner,True,3,3,4x37x2560,-19.56283187866211,135.0,19.0,-10.084651947021484,2,0.5,1000,final_layer
de,1,critic,Critic,True,3,3,4x37x2560,-27.281280517578125,2047.0,19.0,-10.075790405273438,,0.0,1000,final_layer
de,1,refiner,Refiner,True,3,3,4x37x2560,-30.81258201599121,13591.0,19.0,-8.779410362243652,,0.0,1000,final_layer
de,1,judger,Judger,True,3,3,1x37x2560,-14.174592971801758,1034.0,80.0,-11.41358470916748,,0.0,1000,final_layer
de,2,planner,Planner,True,70000,70000,4x37x2560,-15.688374519348145,43.0,33.0,-9.054405212402344,2,0.5,1000,final_layer
