lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy,cosine_to_bn,cosine_to_de,cosine_to_en,cosine_to_es,cosine_to_fr,cosine_to_ja,cosine_to_ru,cosine_to_sw,cosine_to_te,cosine_to_th,cosine_to_zh
en,0,refiner,Refiner,True,18,18,4x37x2560,-31.3125,4279.0,8.0,-9.078733444213867,,0.0,1000,final_layer,0.732871413230896,0.8602444529533386,1.0,0.8943789601325989,0.8493031859397888,0.8173481225967407,0.609383761882782,0.5128397941589355,0.7710709571838379,0.7255784273147583,0.5908637046813965
en,0,judger,Judger,True,18,18,1x37x2560,-15.452481269836426,62.0,59.0,-12.044234275817871,0,1.0,1000,final_layer,0.7372910380363464,0.8496434688568115,1.0,0.8612639904022217,0.8598734140396118,0.7434674501419067,0.8856477737426758,0.7334513068199158,0.7304961681365967,0.7506874203681946,0.8112653493881226
es,0,planner,Planner,True,18,18,4x37x2560,-19.035144805908203,1947.0,8.0,-10.010605812072754,2,0.5,1000,final_layer,0.7367488741874695,0.8957018256187439,0.8366714715957642,1.0,0.9229515790939331,0.7767664790153503,0.744596540927887,0.8364893198013306,0.7307350635528564,0.745578408241272,0.772528886795044
es,0,critic,Critic,True,18,18,4x37x2560,-22.875152587890625,800.0,8.0,-7.741307258605957,2,0.5,1000,final_layer,0.7260666489601135,0.9051371216773987,0.824571430683136,1.0,0.9321870803833008,0.7702394723892212,0.7227432727813721,0.8293339610099792,0.734733521938324,0.7108008861541748,0.8047609329223633
es,0,refiner,Refiner,True,18,18,4x37x2560,-22.0927677154541,31902.0,8.0,-9.42699146270752,2,0.5,1000,final_layer,0.7379620671272278,0.9194610118865967,0.8943789601325989,1.0,0.9217687845230103,0.8113183975219727,0.6190518140792847,0.5340606570243835,0.7861399054527283,0.7342215180397034,0.5938290953636169
es,0,judger,Judger,True,18,18,1x37x2560,-1.4085444211959839,2.0,2.0,-1.4085444211959839,0,1.0,1000,final_layer,0.7892942428588867,0.905144453048706,0.8612639904022217,1.0,0.9395891427993774,0.777580201625824,0.8950197100639343,0.8181707262992859,0.7920677661895752,0.8046824336051941,0.8208258748054504
fr,0,planner,Planner,True,18,18,4x37x2560,-15.008219718933105,92.0,8.0,-9.748281478881836,2,0.5,1000,final_layer,0.7480732798576355,0.9240508079528809,0.8301052451133728,0.9229515790939331,1.0,0.7938399314880371,0.7268425226211548,0.8492287993431091,0.7384575009346008,0.751301646232605,0.7834187150001526
fr,0,critic,Critic,True,18,18,4x37x2560,-31.65627098083496,49694.0,8.0,-9.082000732421875,2,0.5,1000,final_layer,0.7241739630699158,0.9160123467445374,0.8062605857849121,0.9321870803833008,1.0,0.7735207676887512,0.7101238369941711,0.8292943835258484,0.7339593768119812,0.6965341567993164,0.7664512395858765
fr,0,refiner,Refiner,True,18,18,4x37x2560,-23.40643882751465,1450.0,8.0,-9.607172966003418,2,0.5,1000,final_layer,0.7377306818962097,0.9307240843772888,0.8493031859397888,0.9217687845230103,1.0,0.8108621835708618,0.5929261445999146,0.5328339338302612,0.7734689712524414,0.735804557800293,0.600517213344574
fr,0,judger,Judger,True,18,18,1x37x2560,-0.8879064917564392,1.0,1.0,-0.8879064917564392,0,1.0,1000,final_layer,0.7925095558166504,0.9017350673675537,0.8598734140396118,0.9395891427993774,1.0,0.786256730556488,0.9031585454940796,0.8257322311401367,0.7975959181785583,0.8047803640365601,0.8127983212471008
ja,0,planner,Planner,True,18,18,4x37x2560,-15.322652816772461,101.0,8.0,-8.434406280517578,2,0.5,1000,final_layer,0.8215044140815735,0.801900327205658,0.7505388259887695,0.7767664790153503,0.7938399314880371,1.0,0.7555047273635864,0.7448756098747253,0.7205058932304382,0.8055974841117859,0.7841747999191284
ja,0,critic,Critic,True,18,18,4x37x2560,-21.26251983642578,640.0,8.0,-10.697953224182129,2,0.5,1000,final_layer,0.8142402768135071,0.7710798978805542,0.7674165964126587,0.7702394723892212,0.7735207676887512,1.0,0.7660108804702759,0.7029565572738647,0.8057821393013,0.7868415117263794,0.7393239736557007
ja,0,refiner,Refiner,True,18,18,4x37x2560,-26.250036239624023,1161.0,8.0,-10.28840160369873,,0.0,1000,final_layer,0.7616320848464966,0.8052622675895691,0.8173481225967407,0.8113183975219727,0.8108621835708618,1.0,0.5800115466117859,0.5339121222496033,0.787272572517395,0.7240464687347412,0.5774058103561401
ja,0,judger,Judger,True,18,18,1x37x2560,-0.5125938057899475,1.0,1.0,-0.5125938057899475,0,1.0,1000,final_layer,0.7659568190574646,0.7875098586082458,0.7434674501419067,0.777580201625824,0.786256730556488,1.0,0.7797622680664062,0.7194613218307495,0.763808012008667,0.7683079838752747,0.8122739791870117
ru,0,planner,Planner,True,18,18,4x37x2560,-18.937578201293945,275.0,8.0,-11.121402740478516,3,0.25,1000,final_layer,0.8838556408882141,0.7326018810272217,0.7041976451873779,0.744596540927887,0.7268425226211548,0.7555047273635864,1.0,0.7128749489784241,0.7212468981742859,0.9019175171852112,0.7382988333702087
ru,0,critic,Critic,True,18,18,4x37x2560,-15.688658714294434,344.0,8.0,-12.045367240905762,3,0.25,1000,final_layer,0.9184405207633972,0.7214887738227844,0.7375990748405457,0.7227432727813721,0.7101238369941711,0.7660108804702759,1.0,0.6752306222915649,0.8947945833206177,0.9270287752151489,0.7096138000488281
ru,0,refiner,Refiner,True,18,18,4x37x2560,-22.3750057220459,502.0,8.0,-11.54480266571045,3,0.25,1000,final_layer,0.6957948803901672,0.5976327657699585,0.609383761882782,0.6190518140792847,0.5929261445999146,0.5800115466117859,1.0,0.6619851589202881,0.6806620955467224,0.6377560496330261,0.5865583419799805
ru,0,judger,Judger,True,18,18,1x37x2560,-11.375582695007324,10.0,10.0,-8.17388916015625,0,1.0,1000,final_layer,0.81842440366745,0.910830020904541,0.8856477737426758,0.8950197100639343,0.9031585454940796,0.7797622680664062,1.0,0.7991424202919006,0.799129843711853,0.8295095562934875,0.8438329100608826
sw,0,planner,Planner,False,32,18,4x37x2560,-7.141475677490234,115.0,8.0,-7.141475677490234,2,0.5,1000,final_layer,0.7276646494865417,0.8719339966773987,0.765221118927002,0.8364893198013306,0.8492287993431091,0.7448756098747253,0.7128749489784241,1.0,0.7268331050872803,0.7293506860733032,0.7574998736381531
sw,0,critic,Critic,False,32,18,4x37x2560,-20.01401138305664,1230.0,8.0,-7.607785224914551,2,0.5,1000,final_layer,0.6677632331848145,0.8238385915756226,0.725128173828125,0.8293339610099792,0.8292943835258484,0.7029565572738647,0.6752306222915649,1.0,0.6717222332954407,0.6859318614006042,0.687572181224823
sw,0,refiner,Refiner,False,32,18,4x37x2560,-14.193790435791016,187.0,8.0,-9.384663581848145,3,0.25,1000,final_layer,0.7021222710609436,0.526229202747345,0.5128397941589355,0.5340606570243835,0.5328339338302612,0.5339121222496033,0.6619851589202881,1.0,0.6142604947090149,0.6740433573722839,0.5585465431213379
sw,0,judger,Judger,False,32,18,1x37x2560,-0.38268986344337463,1.0,1.0,-0.38268986344337463,0,1.0,1000,final_layer,0.7892616391181946,0.806218683719635,0.7334513068199158,0.8181707262992859,0.8257322311401367,0.7194613218307495,0.7991424202919006,1.0,0.8183256983757019,0.7625705599784851,0.7146711349487305
te,0,planner,Planner,False,4,18,4x37x2560,-15.297470092773438,216.0,8.0,-10.723763465881348,2,0.5,1000,final_layer,0.7544142007827759,0.7356287837028503,0.7158847451210022,0.7307350635528564,0.7384575009346008,0.7205058932304382,0.7212468981742859,0.7268331050872803,1.0,0.7407963871955872,0.7239676713943481
te,0,critic,Critic,False,4,18,4x37x2560,-25.990427017211914,9216.0,8.0,-10.877391815185547,,0.0,1000,final_layer,0.9533324241638184,0.7404824495315552,0.7285968065261841,0.734733521938324,0.7339593768119812,0.8057821393013,0.8947945833206177,0.6717222332954407,1.0,0.8702415227890015,0.7175235152244568
te,0,refiner,Refiner,False,4,18,4x37x2560,-31.742206573486328,104077.0,8.0,-10.944685935974121,,0.0,1000,final_layer,0.8783668279647827,0.7822924256324768,0.7710709571838379,0.7861399054527283,0.7734689712524414,0.787272572517395,0.6806620955467224,0.6142604947090149,1.0,0.7584094405174255,0.5303724408149719
te,0,judger,Judger,False,4,18,1x37x2560,-0.168691024184227,1.0,1.0,-0.08886321634054184,0,1.0,1000,final_layer,0.8427872657775879,0.8020857572555542,0.7304961681365967,0.7920677661895752,0.7975959181785583,0.763808012008667,0.799129843711853,0.8183256983757019,1.0,0.7710100412368774,0.7372812032699585
th,0,planner,Planner,True,18,18,4x37x2560,-7.717227458953857,184.0,8.0,-7.717227458953857,3,0.25,1000,final_layer,0.9454923272132874,0.7508489489555359,0.7200962901115417,0.745578408241272,0.751301646232605,0.8055974841117859,0.9019175171852112,0.7293506860733032,0.7407963871955872,1.0,0.7776644825935364
th,0,critic,Critic,True,18,18,4x37x2560,-8.349623680114746,154.0,8.0,-8.349623680114746,3,0.25,1000,final_layer,0.9242005348205566,0.6961561441421509,0.7277410626411438,0.7108008861541748,0.6965341567993164,0.7868415117263794,0.9270287752151489,0.6859318614006042,0.8702415227890015,1.0,0.6979148983955383
th,0,refiner,Refiner,True,18,18,4x37x2560,-10.096758842468262,1058.0,8.0,-10.096758842468262,,0.0,1000,final_layer,0.8544535636901855,0.7342807650566101,0.7255784273147583,0.7342215180397034,0.735804557800293,0.7240464687347412,0.6377560496330261,0.6740433573722839,0.7584094405174255,1.0,0.5135982036590576
th,0,judger,Judger,True,18,18,1x37x2560,-1.4192479848861694,1.0,1.0,-1.4192479848861694,0,1.0,1000,final_layer,0.8393914699554443,0.8113068342208862,0.7506874203681946,0.8046824336051941,0.8047803640365601,0.7683079838752747,0.8295095562934875,0.7625705599784851,0.7710100412368774,1.0,0.7751363515853882
zh,0,planner,Planner,True,18,18,4x37x2560,-8.260272026062012,7.0,7.0,-6.038208961486816,2,0.5,1000,final_layer,0.7601011991500854,0.792344868183136,0.7609164118766785,0.772528886795044,0.7834187150001526,0.7841747999191284,0.7382988333702087,0.7574998736381531,0.7239676713943481,0.7776644825935364,1.0
zh,0,critic,Critic,True,18,18,4x37x2560,-14.54758358001709,511.0,8.0,-8.643644332885742,1,0.75,1000,final_layer,0.7149941921234131,0.7689568996429443,0.792971670627594,0.8047609329223633,0.7664512395858765,0.7393239736557007,0.7096138000488281,0.687572181224823,0.7175235152244568,0.6979148983955383,1.0
zh,0,refiner,Refiner,True,18,18,4x37x2560,-12.833056449890137,212.0,8.0,-7.609803199768066,1,0.75,1000,final_layer,0.5283908843994141,0.5877116918563843,0.5908637046813965,0.5938290953636169,0.600517213344574,0.5774058103561401,0.5865583419799805,0.5585465431213379,0.5303724408149719,0.5135982036590576,1.0
zh,0,judger,Judger,True,18,18,1x37x2560,-4.527606010437012,4.0,4.0,-4.527606010437012,0,1.0,1000,final_layer,0.7549536824226379,0.819237470626831,0.8112653493881226,0.8208258748054504,0.8127983212471008,0.8122739791870117,0.8438329100608826,0.7146711349487305,0.7372812032699585,0.7751363515853882,1.0
