lang,idx,role,agent_name,correct,prediction,gold,shape,final_step_last_layer_gold_logprob,final_step_last_layer_gold_rank,best_gold_rank,best_gold_logprob,emergence_step,latent_reasoning_score,rank_threshold,emergence_layer_strategy
bn,10,planner,Planner,False,468,366,4x37x2560,-8.971540451049805,456.0,19.0,-8.971540451049805,3,0.25,1000,final_layer
bn,10,critic,Critic,False,468,366,4x37x2560,-15.038962364196777,1885.0,19.0,-8.40207576751709,,0.0,1000,final_layer
bn,10,refiner,Refiner,False,468,366,4x37x2560,-27.127979278564453,86746.0,19.0,-9.865740776062012,,0.0,1000,final_layer
bn,10,judger,Judger,False,468,366,1x37x2560,-9.920431137084961,92.0,19.0,-9.920431137084961,0,1.0,1000,final_layer
bn,21,planner,Planner,True,14,14,4x37x2560,-8.49413013458252,324.0,8.0,-8.49413013458252,3,0.25,1000,final_layer
bn,21,critic,Critic,True,14,14,4x37x2560,-27.890640258789062,14460.0,8.0,-7.077280521392822,,0.0,1000,final_layer
bn,21,refiner,Refiner,True,14,14,4x37x2560,-25.694433212280273,75698.0,8.0,-11.000384330749512,,0.0,1000,final_layer
bn,21,judger,Judger,True,14,14,1x37x2560,-0.32717636227607727,1.0,1.0,-0.32717636227607727,0,1.0,1000,final_layer
bn,22,planner,Planner,True,7,7,4x37x2560,-8.831602096557617,429.0,49.0,-8.831602096557617,2,0.5,1000,final_layer
bn,22,critic,Critic,True,7,7,4x37x2560,-16.089231491088867,2868.0,49.0,-9.125970840454102,,0.0,1000,final_layer
bn,22,refiner,Refiner,True,7,7,4x37x2560,-30.140636444091797,72976.0,49.0,-7.967357635498047,,0.0,1000,final_layer
bn,22,judger,Judger,True,7,7,1x37x2560,-11.81594181060791,216.0,49.0,-9.337663650512695,0,1.0,1000,final_layer
bn,11,planner,Planner,False,6,694,4x37x2560,-9.32955265045166,437.0,42.0,-9.32955265045166,3,0.25,1000,final_layer
bn,11,critic,Critic,False,6,694,4x37x2560,-19.90019416809082,4572.0,42.0,-10.586441993713379,,0.0,1000,final_layer
bn,11,refiner,Refiner,False,6,694,4x37x2560,-30.75,43846.0,42.0,-7.23261833190918,,0.0,1000,final_layer
bn,11,judger,Judger,False,6,694,1x37x2560,-11.185821533203125,176.0,42.0,-10.549808502197266,0,1.0,1000,final_layer
bn,23,planner,Planner,True,8,8,4x37x2560,-10.295313835144043,594.0,49.0,-9.810566902160645,3,0.25,1000,final_layer
bn,23,critic,Critic,True,8,8,4x37x2560,-24.28200912475586,4314.0,49.0,-9.423216819763184,,0.0,1000,final_layer
bn,23,refiner,Refiner,True,8,8,4x37x2560,-30.742595672607422,127926.0,49.0,-9.499237060546875,,0.0,1000,final_layer
bn,23,judger,Judger,True,8,8,1x37x2560,-12.361586570739746,426.0,49.0,-8.15167236328125,0,1.0,1000,final_layer
bn,12,planner,Planner,False,7.5,13,4x37x2560,-9.08970832824707,341.0,8.0,-9.08970832824707,2,0.5,1000,final_layer
bn,12,critic,Critic,False,7.5,13,4x37x2560,-12.651435852050781,2023.0,8.0,-10.71464729309082,,0.0,1000,final_layer
bn,12,refiner,Refiner,False,7.5,13,4x37x2560,-26.332876205444336,22754.0,8.0,-11.443979263305664,,0.0,1000,final_layer
bn,12,judger,Judger,False,7.5,13,1x37x2560,-1.6883649826049805,2.0,2.0,-1.6883649826049805,0,1.0,1000,final_layer
bn,24,planner,Planner,False,78,26,4x37x2560,-8.492790222167969,303.0,12.0,-8.492790222167969,2,0.5,1000,final_layer
bn,24,critic,Critic,False,78,26,4x37x2560,-15.62552261352539,1320.0,12.0,-9.754074096679688,,0.0,1000,final_layer
bn,24,refiner,Refiner,False,78,26,4x37x2560,-25.81268310546875,36606.0,12.0,-9.348284721374512,,0.0,1000,final_layer
bn,24,judger,Judger,False,78,26,1x37x2560,-9.652541160583496,75.0,12.0,-9.652541160583496,0,1.0,1000,final_layer
bn,13,planner,Planner,False,3,18,4x37x2560,-8.535665512084961,352.0,8.0,-8.535665512084961,3,0.25,1000,final_layer
bn,13,critic,Critic,False,3,18,4x37x2560,-16.94129753112793,3232.0,8.0,-10.10103988647461,,0.0,1000,final_layer
bn,13,refiner,Refiner,False,3,18,4x37x2560,-26.254968643188477,106565.0,8.0,-10.424812316894531,,0.0,1000,final_layer
bn,13,judger,Judger,False,3,18,1x37x2560,-1.4153727293014526,2.0,2.0,-1.4153727293014526,0,1.0,1000,final_layer
bn,25,planner,Planner,False,4,2,4x37x2560,-14.001570701599121,5313.0,12.0,-10.447230339050293,,0.0,1000,final_layer
bn,25,critic,Critic,False,4,2,4x37x2560,-31.0625,1379.0,12.0,-8.879419326782227,,0.0,1000,final_layer
bn,25,refiner,Refiner,False,4,2,4x37x2560,-27.203716278076172,47898.0,12.0,-8.567933082580566,,0.0,1000,final_layer
bn,25,judger,Judger,False,4,2,1x37x2560,-10.957547187805176,116.0,12.0,-10.346454620361328,0,1.0,1000,final_layer
bn,14,planner,Planner,False,11,60,4x37x2560,-12.8746919631958,458.0,42.0,-10.12253475189209,3,0.25,1000,final_layer
bn,14,critic,Critic,False,11,60,4x37x2560,-21.75270652770996,4365.0,42.0,-10.784053802490234,,0.0,1000,final_layer
bn,14,refiner,Refiner,False,11,60,4x37x2560,-29.329557418823242,115370.0,42.0,-10.7909517288208,,0.0,1000,final_layer
bn,14,judger,Judger,False,11,60,1x37x2560,-11.641874313354492,212.0,42.0,-10.759790420532227,0,1.0,1000,final_layer
bn,26,planner,Planner,True,243,243,4x37x2560,-11.194865226745605,1954.0,12.0,-10.609598159790039,,0.0,1000,final_layer
bn,26,critic,Critic,True,243,243,4x37x2560,-20.940349578857422,4378.0,12.0,-9.967103958129883,,0.0,1000,final_layer
bn,26,refiner,Refiner,True,243,243,4x37x2560,-29.156253814697266,29194.0,12.0,-8.069049835205078,,0.0,1000,final_layer
bn,26,judger,Judger,True,243,243,1x37x2560,-11.089299201965332,75.0,12.0,-9.882984161376953,0,1.0,1000,final_layer
bn,15,planner,Planner,True,125,125,4x37x2560,-8.348882675170898,286.0,8.0,-8.348882675170898,3,0.25,1000,final_layer
bn,15,critic,Critic,True,125,125,4x37x2560,-23.817642211914062,4965.0,8.0,-10.403792381286621,,0.0,1000,final_layer
bn,15,refiner,Refiner,True,125,125,4x37x2560,-26.45355987548828,59879.0,8.0,-10.960195541381836,,0.0,1000,final_layer
bn,15,judger,Judger,True,125,125,1x37x2560,-1.1879949569702148,1.0,1.0,-1.1879949569702148,0,1.0,1000,final_layer
bn,27,planner,Planner,False,60,16,4x37x2560,-9.422853469848633,249.0,8.0,-9.422853469848633,3,0.25,1000,final_layer
bn,27,critic,Critic,False,60,16,4x37x2560,-20.282855987548828,3106.0,8.0,-10.276496887207031,,0.0,1000,final_layer
bn,27,refiner,Refiner,False,60,16,4x37x2560,-30.546884536743164,44951.0,8.0,-10.218585968017578,,0.0,1000,final_layer
bn,27,judger,Judger,False,60,16,1x37x2560,-1.1976323127746582,2.0,2.0,-1.1976323127746582,0,1.0,1000,final_layer
bn,16,planner,Planner,True,230,230,4x37x2560,-8.88730239868164,514.0,12.0,-8.88730239868164,3,0.25,1000,final_layer
bn,16,critic,Critic,True,230,230,4x37x2560,-17.533964157104492,2539.0,12.0,-10.289052963256836,,0.0,1000,final_layer
bn,16,refiner,Refiner,True,230,230,4x37x2560,-28.734378814697266,52769.0,12.0,-8.789859771728516,,0.0,1000,final_layer
bn,16,judger,Judger,True,230,230,1x37x2560,-9.651058197021484,84.0,12.0,-9.651058197021484,0,1.0,1000,final_layer
bn,28,planner,Planner,True,25,25,4x37x2560,-8.6424560546875,385.0,12.0,-8.6424560546875,2,0.5,1000,final_layer
bn,28,critic,Critic,True,25,25,4x37x2560,-21.45071029663086,5387.0,12.0,-10.028947830200195,,0.0,1000,final_layer
bn,28,refiner,Refiner,True,25,25,4x37x2560,-29.56253433227539,75465.0,12.0,-8.699180603027344,,0.0,1000,final_layer
bn,28,judger,Judger,True,25,25,1x37x2560,-9.982979774475098,70.0,12.0,-9.982979774475098,0,1.0,1000,final_layer
bn,17,planner,Planner,False,3,57500,4x37x2560,-7.402200698852539,141.0,38.0,-7.402200698852539,2,0.5,1000,final_layer
bn,17,critic,Critic,False,3,57500,4x37x2560,-17.571762084960938,941.0,38.0,-8.346460342407227,3,0.25,1000,final_layer
bn,17,refiner,Refiner,False,3,57500,4x37x2560,-25.92489242553711,85092.0,38.0,-10.657221794128418,,0.0,1000,final_layer
bn,17,judger,Judger,False,3,57500,1x37x2560,-11.863460540771484,168.0,38.0,-10.638562202453613,0,1.0,1000,final_layer
bn,29,planner,Planner,False,7,104,4x37x2560,-9.280496597290039,650.0,8.0,-9.280496597290039,3,0.25,1000,final_layer
bn,29,critic,Critic,False,7,104,4x37x2560,-21.5779972076416,3183.0,8.0,-10.072867393493652,,0.0,1000,final_layer
bn,29,refiner,Refiner,False,7,104,4x37x2560,-27.252166748046875,98544.0,8.0,-10.278048515319824,,0.0,1000,final_layer
bn,29,judger,Judger,False,7,104,1x37x2560,-0.9751622676849365,1.0,1.0,-0.9751622676849365,0,1.0,1000,final_layer
bn,18,planner,Planner,True,7,7,4x37x2560,-8.30353832244873,69.0,49.0,-8.30353832244873,2,0.5,1000,final_layer
bn,18,critic,Critic,True,7,7,4x37x2560,-13.336003303527832,822.0,49.0,-8.896278381347656,3,0.25,1000,final_layer
bn,18,refiner,Refiner,True,7,7,4x37x2560,-26.91130256652832,91263.0,49.0,-9.954544067382812,,0.0,1000,final_layer
bn,18,judger,Judger,True,7,7,1x37x2560,-11.589211463928223,212.0,49.0,-9.363157272338867,0,1.0,1000,final_layer
bn,30,planner,Planner,True,109,109,4x37x2560,-11.81498908996582,1057.0,8.0,-10.413138389587402,,0.0,1000,final_layer
bn,30,critic,Critic,True,109,109,4x37x2560,-22.442440032958984,4877.0,8.0,-10.108461380004883,,0.0,1000,final_layer
bn,30,refiner,Refiner,True,109,109,4x37x2560,-25.62153434753418,46671.0,8.0,-9.46265983581543,,0.0,1000,final_layer
bn,30,judger,Judger,True,109,109,1x37x2560,-1.6042437553405762,1.0,1.0,-1.6042437553405762,0,1.0,1000,final_layer
bn,19,planner,Planner,False,1.5,6,4x37x2560,-9.046350479125977,516.0,42.0,-9.046350479125977,3,0.25,1000,final_layer
bn,19,critic,Critic,False,1.5,6,4x37x2560,-14.9044189453125,4359.0,42.0,-9.519775390625,,0.0,1000,final_layer
bn,19,refiner,Refiner,False,1.5,6,4x37x2560,-28.324588775634766,105276.0,42.0,-10.450811386108398,,0.0,1000,final_layer
bn,19,judger,Judger,False,1.5,6,1x37x2560,-11.943530082702637,298.0,42.0,-10.730798721313477,0,1.0,1000,final_layer
bn,31,planner,Planner,True,80,80,4x37x2560,-11.52567195892334,878.0,49.0,-9.766952514648438,3,0.25,1000,final_layer
bn,31,critic,Critic,True,80,80,4x37x2560,-19.0432071685791,4232.0,49.0,-9.484672546386719,,0.0,1000,final_layer
bn,31,refiner,Refiner,True,80,80,4x37x2560,-27.60749626159668,104143.0,49.0,-9.447053909301758,,0.0,1000,final_layer
bn,31,judger,Judger,True,80,80,1x37x2560,-13.007259368896484,712.0,49.0,-8.183581352233887,0,1.0,1000,final_layer
bn,32,planner,Planner,True,35,35,4x37x2560,-9.474248886108398,517.0,19.0,-9.474248886108398,3,0.25,1000,final_layer
bn,32,critic,Critic,True,35,35,4x37x2560,-17.67144012451172,5206.0,19.0,-9.391618728637695,,0.0,1000,final_layer
bn,32,refiner,Refiner,True,35,35,4x37x2560,-28.244218826293945,101882.0,19.0,-10.161972045898438,,0.0,1000,final_layer
bn,32,judger,Judger,True,35,35,1x37x2560,-11.087211608886719,123.0,19.0,-10.229825973510742,0,1.0,1000,final_layer
bn,20,planner,Planner,False,5,15,4x37x2560,-14.105676651000977,545.0,8.0,-9.51755142211914,3,0.25,1000,final_layer
bn,20,critic,Critic,False,5,15,4x37x2560,-21.363391876220703,7225.0,8.0,-11.04640007019043,,0.0,1000,final_layer
bn,20,refiner,Refiner,False,5,15,4x37x2560,-25.17906379699707,76626.0,8.0,-11.695405006408691,,0.0,1000,final_layer
bn,20,judger,Judger,False,5,15,1x37x2560,-1.125011682510376,2.0,2.0,-1.125011682510376,0,1.0,1000,final_layer
bn,21,planner,Planner,True,14,14,4x37x2560,-8.49413013458252,324.0,8.0,-8.49413013458252,3,0.25,1000,final_layer
bn,21,critic,Critic,True,14,14,4x37x2560,-27.890640258789062,14460.0,8.0,-7.077280521392822,,0.0,1000,final_layer
bn,21,refiner,Refiner,True,14,14,4x37x2560,-25.694433212280273,75698.0,8.0,-11.000384330749512,,0.0,1000,final_layer
bn,21,judger,Judger,True,14,14,1x37x2560,-0.32717636227607727,1.0,1.0,-0.32717636227607727,0,1.0,1000,final_layer
bn,33,planner,Planner,False,40,70,4x37x2560,-8.244491577148438,97.0,49.0,-8.244491577148438,2,0.5,1000,final_layer
bn,33,critic,Critic,False,40,70,4x37x2560,-18.258176803588867,822.0,49.0,-9.383962631225586,3,0.25,1000,final_layer
bn,33,refiner,Refiner,False,40,70,4x37x2560,-27.321382522583008,103966.0,49.0,-10.134306907653809,,0.0,1000,final_layer
bn,33,judger,Judger,False,40,70,1x37x2560,-12.748370170593262,548.0,49.0,-9.336784362792969,0,1.0,1000,final_layer
bn,22,planner,Planner,True,7,7,4x37x2560,-8.831602096557617,429.0,49.0,-8.831602096557617,2,0.5,1000,final_layer
bn,22,critic,Critic,True,7,7,4x37x2560,-16.089231491088867,2868.0,49.0,-9.125970840454102,,0.0,1000,final_layer
bn,22,refiner,Refiner,True,7,7,4x37x2560,-30.140636444091797,72976.0,49.0,-7.967357635498047,,0.0,1000,final_layer
bn,22,judger,Judger,True,7,7,1x37x2560,-11.81594181060791,216.0,49.0,-9.337663650512695,0,1.0,1000,final_layer
bn,34,planner,Planner,True,23,23,4x37x2560,-9.199989318847656,596.0,12.0,-9.199989318847656,3,0.25,1000,final_layer
bn,34,critic,Critic,True,23,23,4x37x2560,-18.449480056762695,3256.0,12.0,-10.588809967041016,,0.0,1000,final_layer
bn,34,refiner,Refiner,True,23,23,4x37x2560,-28.016267776489258,77768.0,12.0,-9.373491287231445,,0.0,1000,final_layer
bn,34,judger,Judger,True,23,23,1x37x2560,-10.433342933654785,98.0,12.0,-10.316062927246094,0,1.0,1000,final_layer
bn,23,planner,Planner,True,8,8,4x37x2560,-10.295313835144043,594.0,49.0,-9.810566902160645,3,0.25,1000,final_layer
bn,23,critic,Critic,True,8,8,4x37x2560,-24.28200912475586,4314.0,49.0,-9.423216819763184,,0.0,1000,final_layer
bn,23,refiner,Refiner,True,8,8,4x37x2560,-30.742595672607422,127926.0,49.0,-9.499237060546875,,0.0,1000,final_layer
bn,23,judger,Judger,True,8,8,1x37x2560,-12.361586570739746,426.0,49.0,-8.15167236328125,0,1.0,1000,final_layer
bn,35,planner,Planner,True,9,9,4x37x2560,-11.452275276184082,2855.0,48.0,-8.518095016479492,,0.0,1000,final_layer
bn,35,critic,Critic,True,9,9,4x37x2560,-18.312265396118164,8093.0,48.0,-8.243242263793945,,0.0,1000,final_layer
bn,35,refiner,Refiner,True,9,9,4x37x2560,-28.041732788085938,122649.0,48.0,-8.300287246704102,,0.0,1000,final_layer
bn,35,judger,Judger,True,9,9,1x37x2560,-13.012382507324219,366.0,48.0,-7.863917827606201,0,1.0,1000,final_layer
bn,24,planner,Planner,False,78,26,4x37x2560,-8.492790222167969,303.0,12.0,-8.492790222167969,2,0.5,1000,final_layer
bn,24,critic,Critic,False,78,26,4x37x2560,-15.62552261352539,1320.0,12.0,-9.754074096679688,,0.0,1000,final_layer
bn,24,refiner,Refiner,False,78,26,4x37x2560,-25.81268310546875,36606.0,12.0,-9.348284721374512,,0.0,1000,final_layer
bn,24,judger,Judger,False,78,26,1x37x2560,-9.652541160583496,75.0,12.0,-9.652541160583496,0,1.0,1000,final_layer
bn,36,planner,Planner,True,75,75,4x37x2560,-7.843737602233887,131.0,49.0,-7.843737602233887,2,0.5,1000,final_layer
bn,36,critic,Critic,True,75,75,4x37x2560,-15.79577922821045,983.0,49.0,-9.513727188110352,3,0.25,1000,final_layer
bn,36,refiner,Refiner,True,75,75,4x37x2560,-27.35946273803711,15844.0,49.0,-9.124198913574219,,0.0,1000,final_layer
bn,36,judger,Judger,True,75,75,1x37x2560,-11.787755966186523,249.0,49.0,-9.349044799804688,0,1.0,1000,final_layer
bn,25,planner,Planner,False,4,2,4x37x2560,-14.001570701599121,5313.0,12.0,-10.447230339050293,,0.0,1000,final_layer
