stage,rank_threshold,lang,accuracy,total,shared_lrs,shared_emergence_rate,mean_best_rank,mean_final_rank,mean_best_rank_score,mean_final_rank_score,mean_best_logprob,mean_final_logprob,corr_problem_shared_lrs_with_correct
shared_after_critic,25,bn,0.476,250,0.0,0.0,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,nan
shared_after_critic,50,bn,0.476,250,0.0,0.0,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,nan
shared_after_critic,100,bn,0.476,250,0.053,0.08,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,-0.10793746965260646
shared_after_critic,250,bn,0.476,250,0.143,0.212,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,-0.0546800075808199
shared_after_critic,500,bn,0.476,250,0.2995,0.456,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,-0.012542396736203967
shared_after_critic,1000,bn,0.476,250,0.536,0.792,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,0.006176423647439847
shared_after_critic,2500,bn,0.476,250,0.7165,0.976,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,0.05766956622965611
shared_after_critic,5000,bn,0.476,250,0.7435,0.996,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,-0.05473723293950145
shared_after_critic,10000,bn,0.476,250,0.7495,1.0,713.608,7436.168,0.14154214212860228,0.10936097671910071,-10.405167901992797,-19.8086654586792,-0.06649094319262112
shared_after_refiner,1,bn,0.476,250,0.0,0.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,nan
shared_after_refiner,5,bn,0.476,250,0.0,0.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,nan
shared_after_refiner,10,bn,0.476,250,0.0,0.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,nan
shared_after_refiner,25,bn,0.476,250,0.0,0.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,nan
shared_after_refiner,50,bn,0.476,250,0.0,0.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,nan
shared_after_refiner,100,bn,0.476,250,0.062,0.08,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,-0.10631828084842872
shared_after_refiner,250,bn,0.476,250,0.166,0.212,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,-0.05006565657966753
shared_after_refiner,500,bn,0.476,250,0.3516666666666667,0.456,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,-0.0089827417797841
shared_after_refiner,1000,bn,0.476,250,0.6213333333333334,0.792,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,0.009862526351316046
shared_after_refiner,2500,bn,0.476,250,0.803,0.976,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,0.053427720965861236
shared_after_refiner,5000,bn,0.476,250,0.8276666666666668,0.996,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,-0.060413265034950744
shared_after_refiner,10000,bn,0.476,250,0.833,1.0,713.608,72985.648,0.14154214212860228,0.08381083695615625,-10.405167901992797,-27.283317859649657,-0.06649094319262114
shared_with_judger,1,bn,0.476,250,0.014461538461538453,0.188,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.074370587216668
shared_with_judger,5,bn,0.476,250,0.020307692307692294,0.264,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.010611159631227492
shared_with_judger,10,bn,0.476,250,0.020307692307692294,0.264,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.010611159631227492
shared_with_judger,25,bn,0.476,250,0.020307692307692294,0.264,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.010611159631227492
shared_with_judger,50,bn,0.476,250,0.021538461538461527,0.28,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.04780577923758458
shared_with_judger,100,bn,0.476,250,0.1009230769230769,0.568,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,-0.10731192689689248
shared_with_judger,250,bn,0.476,250,0.21723076923076917,0.832,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,-0.04673981195121774
shared_with_judger,500,bn,0.476,250,0.395076923076923,0.916,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,-0.005422453960324791
shared_with_judger,1000,bn,0.476,250,0.648,0.968,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.013399397398965165
shared_with_judger,2500,bn,0.476,250,0.8181538461538462,1.0,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,0.0534277209658615
shared_with_judger,5000,bn,0.476,250,0.8409230769230769,1.0,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,-0.060413265034950904
shared_with_judger,10000,bn,0.476,250,0.8458461538461538,1.0,171.9,197.436,0.27102217817108964,0.2682879030062561,-7.474597321748734,-8.70538401722908,-0.06649094319262107
shared_after_planner,1,de,0.812,250,0.0,0.0,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,nan
shared_after_planner,5,de,0.812,250,0.002,0.004,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.1317041368497356
shared_after_planner,10,de,0.812,250,0.004,0.008,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.07171117064653432
shared_after_planner,25,de,0.812,250,0.052,0.136,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,0.03272294459025221
shared_after_planner,50,de,0.812,250,0.088,0.256,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.08617933539593199
shared_after_planner,100,de,0.812,250,0.155,0.48,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.026519146466798472
shared_after_planner,250,de,0.812,250,0.352,0.876,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.041321438028256094
shared_after_planner,500,de,0.812,250,0.452,0.964,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,-0.0005155506124579527
shared_after_planner,1000,de,0.812,250,0.487,1.0,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,0.0717475051729383
shared_after_planner,2500,de,0.812,250,0.497,1.0,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,0.04099401408781137
shared_after_planner,5000,de,0.812,250,0.5,1.0,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,nan
shared_after_planner,10000,de,0.812,250,0.5,1.0,141.988,1099.32,0.18640060383575485,0.1686371059597195,-16.210456874847413,-18.0457679977417,nan
shared_after_critic,1,de,0.812,250,0.0,0.0,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,nan
shared_after_critic,5,de,0.812,250,0.003,0.004,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.1317041368497362
shared_after_critic,10,de,0.812,250,0.006,0.008,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.07171117064653643
shared_after_critic,25,de,0.812,250,0.0965,0.156,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,0.04459929262570773
shared_after_critic,50,de,0.812,250,0.184,0.352,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.1006563079472526
shared_after_critic,100,de,0.812,250,0.337,0.636,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.029429815234914797
shared_after_critic,250,de,0.812,250,0.6185,0.912,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.047549515673327845
shared_after_critic,500,de,0.812,250,0.71,0.98,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,-0.02917976862967077
shared_after_critic,1000,de,0.812,250,0.7435,1.0,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,0.07174750517293875
shared_after_critic,2500,de,0.812,250,0.7485,1.0,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,0.04099401408781107
shared_after_critic,5000,de,0.812,250,0.75,1.0,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,nan
shared_after_critic,10000,de,0.812,250,0.75,1.0,113.644,4572.492,0.19410629265985255,0.15779957461112337,-16.187608303070068,-23.666347873687744,nan
shared_after_refiner,1,de,0.812,250,0.0,0.0,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,nan
shared_after_refiner,5,de,0.812,250,0.0033333333333333335,0.004,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.13170413684973775
shared_after_refiner,10,de,0.812,250,0.007,0.012,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.06940457014698444
shared_after_refiner,25,de,0.812,250,0.117,0.164,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,0.05572614777613633
shared_after_refiner,50,de,0.812,250,0.2406666666666667,0.36,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.11113242872015837
shared_after_refiner,100,de,0.812,250,0.4376666666666667,0.648,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.0270188934111537
shared_after_refiner,250,de,0.812,250,0.7163333333333334,0.912,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.032385786582694594
shared_after_refiner,500,de,0.812,250,0.8,0.98,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,-0.045316458611944624
shared_after_refiner,1000,de,0.812,250,0.829,1.0,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,0.07174750517293857
shared_after_refiner,2500,de,0.812,250,0.8323333333333334,1.0,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,0.040994014087810254
shared_after_refiner,5000,de,0.812,250,0.8333333333333334,1.0,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,nan
shared_after_refiner,10000,de,0.812,250,0.8333333333333334,1.0,111.62,21329.412,0.19531702878364018,0.1107485686939718,-15.486643718719483,-24.931044692993165,nan
shared_with_judger,1,de,0.812,250,0.0003076923076923075,0.004,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,0.030493076019397436
shared_with_judger,5,de,0.812,250,0.015076923076923068,0.156,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.08989704271104831
shared_with_judger,10,de,0.812,250,0.027384615384615372,0.272,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.031652440222141566
shared_with_judger,25,de,0.812,250,0.1403076923076923,0.42,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,0.07077916532038779
shared_with_judger,50,de,0.812,250,0.26492307692307693,0.556,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.10479780608108195
shared_with_judger,100,de,0.812,250,0.45876923076923076,0.712,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.021601731708430796
shared_with_judger,250,de,0.812,250,0.7313846153846155,0.912,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.03004459617132772
shared_with_judger,500,de,0.812,250,0.8138461538461538,0.98,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,-0.04766574889195939
shared_with_judger,1000,de,0.812,250,0.8421538461538461,1.0,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,0.07174750517293833
shared_with_judger,2500,de,0.812,250,0.8452307692307692,1.0,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,0.04099401408781123
shared_with_judger,5000,de,0.812,250,0.8461538461538461,1.0,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,nan
shared_with_judger,10000,de,0.812,250,0.8461538461538461,1.0,90.792,779.064,0.2409430918125992,0.19419305229552,-11.02199620771408,-11.183216613292695,nan
shared_after_planner,1,en,0.908,250,0.0,0.0,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,nan
shared_after_planner,5,en,0.908,250,0.011,0.04,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,-0.06111070937899357
shared_after_planner,10,en,0.908,250,0.044,0.132,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,-0.055963212962050236
shared_after_planner,25,en,0.908,250,0.156,0.424,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.023487759911360474
shared_after_planner,50,en,0.908,250,0.295,0.688,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,-0.029304882752361105
shared_after_planner,100,en,0.908,250,0.416,0.872,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.005438475282666672
shared_after_planner,250,en,0.908,250,0.479,0.98,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.08369214822436204
shared_after_planner,500,en,0.908,250,0.494,0.996,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.034976023682978793
shared_after_planner,1000,en,0.908,250,0.5,1.0,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,nan
shared_after_planner,2500,en,0.908,250,0.5,1.0,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,nan
shared_after_planner,5000,en,0.908,250,0.502,1.0,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.028585128366592265
shared_after_planner,10000,en,0.908,250,0.503,1.0,50.892,383.464,0.2331320682546462,0.20734267117177685,-16.098170066833497,-17.512791248321534,0.03508028719138675
shared_after_critic,1,en,0.908,250,0.0,0.0,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,nan
shared_after_critic,5,en,0.908,250,0.0285,0.064,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,-0.06530023222622298
shared_after_critic,10,en,0.908,250,0.096,0.192,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,-0.07149311250356537
shared_after_critic,25,en,0.908,250,0.3045,0.532,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,0.03153642116002613
shared_after_critic,50,en,0.908,250,0.4985,0.744,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,-0.028075711027794006
shared_after_critic,100,en,0.908,250,0.648,0.904,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,-0.027220274177299393
shared_after_critic,250,en,0.908,250,0.73,0.984,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,0.055138682027909856
shared_after_critic,500,en,0.908,250,0.745,0.996,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,0.0027818618055467314
shared_after_critic,1000,en,0.908,250,0.75,1.0,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,nan
shared_after_critic,2500,en,0.908,250,0.75,1.0,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,nan
shared_after_critic,5000,en,0.908,250,0.751,1.0,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,0.028585128366592265
shared_after_critic,10000,en,0.908,250,0.7515,1.0,43.132,1334.6,0.24659306100788733,0.19357479609215048,-15.67429888343811,-20.99968428993225,0.03508028719138669
shared_after_refiner,1,en,0.908,250,0.0,0.0,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,nan
shared_after_refiner,5,en,0.908,250,0.04066666666666666,0.068,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,-0.04887234199992607
shared_after_refiner,10,en,0.908,250,0.129,0.204,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,-0.06517619605309331
shared_after_refiner,25,en,0.908,250,0.381,0.54,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,0.04685904086408559
shared_after_refiner,50,en,0.908,250,0.5816666666666668,0.756,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,-0.014638514897885889
shared_after_refiner,100,en,0.908,250,0.734,0.912,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,-0.03902652103913655
shared_after_refiner,250,en,0.908,250,0.815,0.988,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,0.021097014398400823
shared_after_refiner,500,en,0.908,250,0.8286666666666668,0.996,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,-0.00620314785942207
shared_after_refiner,1000,en,0.908,250,0.8333333333333334,1.0,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,nan
shared_after_refiner,2500,en,0.908,250,0.8333333333333334,1.0,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,nan
shared_after_refiner,5000,en,0.908,250,0.834,1.0,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,0.028585128366592178
shared_after_refiner,10000,en,0.908,250,0.8343333333333334,1.0,41.484,23240.308,0.24821873967497532,0.11616072490269892,-15.401494611740112,-26.295924060821534,0.03508028719138682
shared_with_judger,1,en,0.908,250,0.0,0.0,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,nan
shared_with_judger,5,en,0.908,250,0.042769230769230775,0.068,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,-0.04626210319449839
shared_with_judger,10,en,0.908,250,0.13476923076923078,0.204,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,-0.06335505451540177
shared_with_judger,25,en,0.908,250,0.3947692307692307,0.56,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,0.050629249230702035
shared_with_judger,50,en,0.908,250,0.5975384615384616,0.788,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,-0.013124269077042313
shared_with_judger,100,en,0.908,250,0.7489230769230769,0.928,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,-0.03923081802815192
shared_with_judger,250,en,0.908,250,0.8283076923076923,0.988,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,0.01685777198717986
shared_with_judger,500,en,0.908,250,0.8415384615384615,0.996,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,-0.007464330552768347
shared_with_judger,1000,en,0.908,250,0.8461538461538461,1.0,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,nan
shared_with_judger,2500,en,0.908,250,0.8461538461538461,1.0,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,nan
shared_with_judger,5000,en,0.908,250,0.8467692307692307,1.0,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,0.028585128366592154
shared_with_judger,10000,en,0.908,250,0.8470769230769231,1.0,39.288,15770.604,0.24976001317532576,0.12154452836674476,-14.945237771987916,-20.853645526885987,0.035080287191386776
shared_after_planner,1,es,0.82,250,0.0,0.0,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,nan
shared_after_planner,5,es,0.82,250,0.003,0.012,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.05163467847991365
shared_after_planner,10,es,0.82,250,0.005,0.02,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.06693161223797357
shared_after_planner,25,es,0.82,250,0.015,0.052,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.06578039103854666
shared_after_planner,50,es,0.82,250,0.029,0.092,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.05957143494720029
shared_after_planner,100,es,0.82,250,0.071,0.212,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.01377943830366923
shared_after_planner,250,es,0.82,250,0.181,0.48,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.044942908702934214
shared_after_planner,500,es,0.82,250,0.286,0.668,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.07603816404698267
shared_after_planner,1000,es,0.82,250,0.431,0.9,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,0.0918790681073583
shared_after_planner,2500,es,0.82,250,0.482,0.976,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,-0.03810108045530993
shared_after_planner,5000,es,0.82,250,0.497,0.996,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,-0.03989924615519772
shared_after_planner,10000,es,0.82,250,0.5,1.0,479.012,2083.792,0.16066461079988587,0.1494358677254906,-17.926930809020995,-18.139767433166504,nan
shared_after_critic,1,es,0.82,250,0.0,0.0,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,nan
shared_after_critic,5,es,0.82,250,0.0075,0.012,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.051634678479913404
shared_after_critic,10,es,0.82,250,0.013,0.024,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.05455821361932241
shared_after_critic,25,es,0.82,250,0.035,0.064,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.050717148107140786
shared_after_critic,50,es,0.82,250,0.063,0.112,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.03192171356187039
shared_after_critic,100,es,0.82,250,0.1465,0.248,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,-0.010777779143792217
shared_after_critic,250,es,0.82,250,0.336,0.52,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,-0.007750113173597037
shared_after_critic,500,es,0.82,250,0.4815,0.696,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.013004909758893278
shared_after_critic,1000,es,0.82,250,0.6685,0.912,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,0.07596309321936336
shared_after_critic,2500,es,0.82,250,0.73,0.98,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,-0.014124843275801878
shared_after_critic,5000,es,0.82,250,0.7465,0.996,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,-0.034190846326178144
shared_after_critic,10000,es,0.82,250,0.75,1.0,431.404,17198.8,0.16459987874433926,0.11697446218750804,-17.47309191894531,-24.788287921905518,nan
shared_after_refiner,1,es,0.82,250,0.0,0.0,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,nan
shared_after_refiner,5,es,0.82,250,0.009666666666666667,0.02,401.044,32969.768,0.16808861544002313,0.10629229608667269,-16.444857139587402,-23.91533235168457,0.04469083292970566
