lang,idx,stage,roles,correct,prediction,gold,layer_strategy,path_len,best_rank,best_rank_position,final_rank,best_logprob,best_logprob_position,final_logprob,rank_threshold,emergence_position,latent_reasoning_score,emerged
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,100,12,0.07692307692307687,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,250,12,0.07692307692307687,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,500,12,0.07692307692307687,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,1000,3,0.7692307692307692,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,2500,2,0.8461538461538461,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,5000,2,0.8461538461538461,True
bn,0,shared_with_judger,planner+critic+refiner+judger,False,5,18,final_layer,13,1.0,12,1.0,-0.9760205149650574,12,-0.9760205149650574,10000,2,0.8461538461538461,True
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,1,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,5,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,10,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,25,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,50,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,100,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,250,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,500,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,1000,,0.0,False
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,2500,2,0.5,True
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,5000,2,0.5,True
bn,1,shared_after_planner,planner,True,3,3,final_layer,4,1066.0,3,1066.0,-12.560771942138672,3,-12.560771942138672,10000,2,0.5,True
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,1,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,5,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,10,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,25,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,50,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,100,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,250,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,500,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,1000,,0.0,False
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,2500,2,0.75,True
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,5000,2,0.75,True
bn,1,shared_after_critic,planner+critic,True,3,3,final_layer,8,1066.0,3,4589.0,-12.560771942138672,3,-15.312297821044922,10000,2,0.75,True
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,1,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,5,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,10,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,25,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,50,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,100,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,250,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,500,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,1000,,0.0,False
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,2500,2,0.8333333333333334,True
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,5000,2,0.8333333333333334,True
bn,1,shared_after_refiner,planner+critic+refiner,True,3,3,final_layer,12,1066.0,3,92530.0,-12.560771942138672,3,-31.261720657348633,10000,2,0.8333333333333334,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,1,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,5,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,10,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,25,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,50,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,100,,0.0,False
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,250,12,0.07692307692307687,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,500,12,0.07692307692307687,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,1000,12,0.07692307692307687,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,2500,2,0.8461538461538461,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,5000,2,0.8461538461538461,True
bn,1,shared_with_judger,planner+critic+refiner+judger,True,3,3,final_layer,13,103.0,12,103.0,-10.487485885620117,12,-10.487485885620117,10000,2,0.8461538461538461,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,1,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,5,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,10,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,25,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,50,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,100,,0.0,False
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,250,3,0.25,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,500,2,0.5,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,1000,2,0.5,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,2500,2,0.5,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,5000,2,0.5,True
bn,2,shared_after_planner,planner,True,70000,70000,final_layer,4,138.0,3,138.0,-11.935482025146484,3,-11.935482025146484,10000,2,0.5,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,1,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,5,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,10,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,25,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,50,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,100,,0.0,False
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,250,3,0.625,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,500,2,0.75,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,1000,2,0.75,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,2500,2,0.75,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,5000,2,0.75,True
bn,2,shared_after_critic,planner+critic,True,70000,70000,final_layer,8,138.0,3,1417.0,-11.935482025146484,3,-16.276790618896484,10000,2,0.75,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,1,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,5,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,10,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,25,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,50,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,100,,0.0,False
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,250,3,0.75,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,500,2,0.8333333333333334,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,1000,2,0.8333333333333334,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,2500,2,0.8333333333333334,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,5000,2,0.8333333333333334,True
bn,2,shared_after_refiner,planner+critic+refiner,True,70000,70000,final_layer,12,138.0,3,9495.0,-11.935482025146484,3,-25.75025749206543,10000,2,0.8333333333333334,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,1,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,5,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,10,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,25,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,50,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,100,,0.0,False
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,250,3,0.7692307692307692,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,500,2,0.8461538461538461,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,1000,2,0.8461538461538461,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,2500,2,0.8461538461538461,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,5000,2,0.8461538461538461,True
bn,2,shared_with_judger,planner+critic+refiner+judger,True,70000,70000,final_layer,13,138.0,3,181.0,-11.88994312286377,12,-11.88994312286377,10000,2,0.8461538461538461,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,1,,0.0,False
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,5,,0.0,False
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,10,,0.0,False
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,25,,0.0,False
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,50,,0.0,False
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,100,3,0.25,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,250,2,0.5,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,500,2,0.5,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,1000,2,0.5,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,2500,2,0.5,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,5000,2,0.5,True
bn,3,shared_after_planner,planner,False,180,540,final_layer,4,79.0,3,79.0,-9.506749153137207,3,-9.506749153137207,10000,2,0.5,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,1,,0.0,False
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,5,,0.0,False
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,10,,0.0,False
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,25,,0.0,False
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,50,,0.0,False
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,100,3,0.625,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,250,2,0.75,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,500,2,0.75,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,1000,2,0.75,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,2500,2,0.75,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,5000,2,0.75,True
bn,3,shared_after_critic,planner+critic,False,180,540,final_layer,8,79.0,3,312.0,-9.506749153137207,3,-12.778708457946777,10000,2,0.75,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,1,,0.0,False
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,5,,0.0,False
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,10,,0.0,False
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,25,,0.0,False
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,50,,0.0,False
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,100,3,0.75,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,250,2,0.8333333333333334,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,500,2,0.8333333333333334,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,1000,2,0.8333333333333334,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,2500,2,0.8333333333333334,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,5000,2,0.8333333333333334,True
bn,3,shared_after_refiner,planner+critic+refiner,False,180,540,final_layer,12,79.0,3,83068.0,-9.506749153137207,3,-28.5313663482666,10000,2,0.8333333333333334,True
